phi;theta;Vol (um3);Flatness;Target
178.983;61.8604;0.00646797;1.60024;0
178.948;58.9946;0.00493886;1.24586;0
178.908;27.2628;0.0200366;1.29255;0
178.906;19.3138;0.00523765;1.6625;0
178.896;60.7594;0.0117759;1.40906;0
178.867;61.6365;0.00513219;1.37703;0
178.864;26.6959;0.0199663;2.78012;0
178.854;16.7368;0.00804981;1.42371;0
178.835;59.1619;0.00685464;2.01135;0
178.826;27.1416;0.0047631;2.60348;0
178.822;60.0264;0.00479825;1.31954;0
178.809;67.1235;0.00978983;1.08411;0
178.805;59.362;0.00820799;1.27203;0
178.796;27.0612;0.0160117;1.17584;0
178.775;27.946;0.00819042;2.81851;0
178.748;59.8467;0.006591;2.05763;0
178.73;54.4516;0.00544856;1.78465;0
178.666;55.7492;0.00513219;2.67954;0
178.628;25.9311;0.0196851;1.58025;0
178.607;26.089;0.00597584;1.27172;0
178.607;58.7172;0.00478067;1.5749;0
178.521;25.5857;0.00553644;1.2572;0
178.512;60.9432;0.00488613;1.76097;0
178.497;17.3055;0.0060813;2.32394;0
178.484;65.3218;0.00511462;1.72788;0
178.483;59.7651;0.0307932;1.6853;0
178.479;21.6164;0.0179627;1.46961;0
178.474;57.851;0.00539583;2.08067;0
178.47;21.5747;0.0706204;2.56597;0
178.466;18.8891;0.0104401;1.06705;0
178.446;56.1911;0.00481582;2.38553;0
178.438;62.6914;0.00474552;1.65683;0
178.411;20.8865;0.0052025;1.75112;0
178.406;59.4324;0.00667888;1.62141;0
178.387;20.9341;0.0049037;1.80642;0
178.382;63.4679;0.0127602;1.9417;0
178.368;22.3444;0.00513219;1.20921;0
178.291;16.4599;0.0105983;1.69379;0
178.275;24.4943;0.00481582;1.49538;0
178.26;65.6859;0.00502674;2.2513;0
178.246;26.067;0.00620433;1.3972;0
178.233;41.8759;0.0053431;2.05418;0
178.217;20.3097;0.0186306;1.16117;0
178.214;23.2158;0.00627463;1.42991;0
178.206;62.0746;0.00720616;1.16194;0
178.163;63.3693;0.0121626;2.18375;0
178.126;52.6059;0.00581766;2.11643;0
178.12;25.4608;0.00604614;1.4078;0
178.111;61.0123;0.00465764;2.22807;0
178.101;57.1406;0.00485098;1.99987;0
178.087;62.6524;0.00550129;1.38314;0
178.002;25.4393;0.00502674;1.5041;0
177.996;24.7384;0.183546;3.15426;0
177.991;19.7245;0.00465764;1.31124;0
177.97;62.2389;0.0113541;1.19006;0
177.96;60.5526;0.00646797;1.22434;0
177.936;27.6291;0.00550129;2.10802;0
177.909;60.5783;0.0116002;4.36508;0
177.905;25.8198;0.00576493;1.96237;0
177.901;25.4041;0.00572978;1.28464;0
177.877;26.4986;0.00530795;1.1856;0
177.876;59.006;0.00815526;1.70145;0
177.859;26.7698;0.0057825;1.16237;0
177.845;57.7902;0.00486855;1.46851;0
177.84;60.7046;0.00492128;1.56193;0
177.81;26.9469;0.00465764;1.83825;0
177.799;24.2968;0.00523765;1.38771;0
177.78;26.0006;0.0121274;1.13137;0
177.759;26.5695;0.00479825;1.07316;0
177.677;26.1687;0.00506189;1.70596;0
177.646;57.6945;0.00776859;3.55379;0
177.601;22.7018;0.00555402;1.34082;0
177.584;22.4171;0.0047631;1.49998;0
177.565;22.233;0.0201069;1.24567;0
177.55;54.7346;0.00574735;3.18118;0
177.538;21.4228;0.0124262;1.15604;0
177.523;21.547;0.0119341;1.41761;0
177.522;26.1313;0.00620433;1.62366;0
177.502;20.8094;0.00820799;1.26771;0
177.473;21.9159;0.00602857;1.11911;0
177.465;26.8159;0.0056419;1.54372;0
177.428;59.4248;0.00536068;2.05361;0
177.412;27.7882;0.00629221;1.1178;0
177.392;30.3517;0.0126196;4.56081;0
177.374;24.133;0.00537826;1.08016;0
177.338;21.0423;0.00940316;2.75781;0
177.326;44.7237;0.0062219;1.42458;0
177.32;21.0174;0.00465764;1.10201;0
177.317;60.308;0.0106862;1.58085;0
177.315;26.1144;0.00569462;1.45944;0
177.3;59.2785;0.0052025;1.44795;0
177.25;32.459;0.00625706;2.79476;0
177.247;18.6173;0.0107038;1.38921;0
177.175;29.2579;0.00472794;1.87049;0
177.164;50.8106;0.00595826;2.33162;0
177.155;62.645;0.00732919;1.11416;0
177.152;23.2227;0.0048334;2.17849;0
177.14;44.4821;0.00541341;1.89329;0
177.121;23.7829;0.0131996;1.20173;0
177.105;49.7025;0.0119341;1.62732;0
177.043;27.8279;0.00606372;1.3946;0
176.997;59.626;0.0052025;1.99612;0
176.996;21.5493;0.00471037;1.01138;0
176.93;19.0249;0.361415;1.82425;0
176.918;21.6879;0.0157481;2.3233;0
176.915;20.266;0.0057122;1.71102;0
176.907;25.0029;0.00499158;1.47654;0
176.839;55.5768;0.0208276;3.4628;0
176.806;20.6717;0.00472794;2.43434;0
176.804;57.0535;0.00523765;1.95693;0
176.768;59.7421;0.0144123;3.91074;0
176.762;18.5201;0.00529038;2.33499;0
176.746;24.9965;0.00676676;1.89127;0
176.73;21.8407;0.00660858;1.2493;0
176.724;36.8999;0.00522007;1.69736;0
176.706;25.7279;0.00472794;2.16595;0
176.694;60.5326;0.00926255;1.46059;0
176.661;27.4377;0.00785647;1.51219;0
176.635;60.4866;0.0147814;2.14639;0
176.633;27.3659;0.00553644;2.8296;0
176.626;20.2558;0.0141663;1.34281;0
176.615;61.2549;0.00562432;1.13686;0
176.557;61.1679;0.00486855;1.33577;0
176.536;24.3999;0.00646797;2.3032;0
176.525;59.4684;0.0057825;1.12398;0
176.518;62.9669;0.00467522;2.72304;0
176.499;30.987;0.00488613;1.89781;0
176.498;26.2556;0.0125844;1.09544;0
176.482;20.5367;0.00634494;1.70103;0
176.473;24.0166;0.00704798;1.30786;0
176.473;25.2952;0.00551886;1.18715;0
176.463;26.0573;0.00546614;2.15297;0
176.438;24.8883;0.00472794;2.20281;0
176.408;59.683;0.00518492;1.84105;0
176.405;26.4679;0.00525522;1.12465;0
176.399;44.2399;0.00880558;1.16218;0
176.397;25.5678;0.00499158;1.20666;0
176.335;25.896;0.00796193;1.10541;0
176.325;61.7617;0.00620433;2.86397;0
176.267;62.3928;0.0118462;1.10958;0
176.253;26.8963;0.00539583;1.46523;0
176.242;59.8024;0.00769829;1.0581;0
176.22;58.3933;0.012268;1.47367;0
176.205;47.0489;0.0136214;2.06189;0
176.18;59.0135;0.00829587;1.61463;0
176.175;59.2015;0.00669646;2.37846;0
176.174;19.2478;0.0056419;2.23733;0
176.168;58.6115;0.00558917;1.50517;0
176.162;61.2686;0.00601099;1.92478;0
176.117;22.8663;0.0301604;1.82523;0
176.117;22.8106;0.0258191;1.26949;0
176.062;34.8369;0.0628342;2.03679;0
176.042;21.8682;0.0107917;1.14095;0
176.039;27.8258;0.00471037;1.26551;0
176.029;60.8951;0.0096668;1.78903;0
176.015;27.2171;0.00543098;1.97203;0
175.937;60.6094;0.0074698;1.22194;0
175.927;60.5993;0.0057122;1.12037;0
175.899;27.5754;0.00543098;1.57709;0
175.869;59.3643;0.0052025;1.51973;0
175.854;16.7059;0.0178924;1.41743;0
175.835;20.1398;0.00550129;1.60428;0
175.806;47.4053;0.00492128;2.46588;0
175.805;58.6566;0.00479825;1.97974;0
175.799;26.4577;0.00523765;2.11969;0
175.793;61.2765;0.0071007;1.23445;0
175.769;17.8376;0.00465764;1.94948;0
175.75;52.824;0.00488613;2.13049;0
175.71;46.4918;0.0052728;1.40304;0
175.684;45.2626;0.0135159;1.25193;0
175.653;30.2199;0.0117759;1.79309;0
175.643;27.7229;0.00495643;2.30289;0
175.635;28.7274;0.00506189;2.54113;0
175.628;45.4366;0.00514977;2.70259;0
175.617;19.8795;0.00920982;1.43452;0
175.589;57.1924;0.00866497;2.13241;0
175.58;26.7784;0.00541341;1.62879;0
175.567;48.1305;0.00676676;1.16829;0
175.506;61.4133;0.00493886;1.8083;0
175.481;26.3374;0.00845406;3.03982;0
175.459;24.1845;0.00471037;1.04881;0
175.433;27.2578;0.00513219;3.11136;0
175.369;46.5517;0.0118638;1.22329;0
175.304;20.5309;0.00680191;1.84985;0
175.291;62.2996;0.00727646;1.55155;0
175.261;39.1745;0.00544856;1.21703;0
175.251;27.2964;0.00989529;1.28808;0
175.235;49.6795;0.00560674;3.64939;0
175.149;27.4183;0.00532553;1.60786;0
175.14;61.3052;0.00544856;2.63975;0
175.127;57.5371;0.00738192;1.66834;0
175.11;21.4345;0.00467522;2.03694;0
175.107;46.7648;0.00513219;1.49897;0
175.044;27.2871;0.00815526;1.9658;0
175.041;27.5672;0.00718858;1.4468;0
174.947;26.6239;0.0140256;2.2633;0
174.938;46.9036;0.00495643;1.94052;0
174.916;46.9365;0.00541341;1.74584;0
174.888;26.9336;0.00773344;1.24333;0
174.885;24.3767;0.00467522;1.95675;0
174.873;26.4897;0.00580008;1.25603;0
174.866;21.4124;0.00507946;2.06325;0
174.857;61.5952;0.0497049;3.51466;0
174.857;48.3434;0.0106686;1.80675;0
174.834;43.9412;0.0289125;1.79739;0
174.819;27.2006;0.00469279;1.82939;0
174.802;61.5951;0.00764556;2.05007;0
174.795;22.4936;0.00467522;1.34833;0
174.784;60.9934;0.0470334;3.1134;0
174.734;26.3963;0.0168202;1.36372;0
174.703;26.4967;0.0071007;1.62588;0
174.69;62.0296;0.008788;1.48401;0
174.688;25.9748;0.00768071;3.67305;0
174.687;22.2353;0.0105632;1.30277;0
174.663;18.2895;0.0279634;1.45861;0
174.642;25.9812;0.00657342;2.4239;0
174.639;26.8952;0.00674918;1.32897;0
174.635;46.0425;0.0052025;1.66238;0
174.602;28.6359;0.00481582;1.7116;0
174.597;25.9188;0.0047631;3.04674;0
174.583;62.1053;0.00764556;1.11646;0
174.571;26.4218;0.015836;1.17603;0
174.557;25.1906;0.00601099;2.31819;0
174.549;37.8129;0.00599342;2.8097;0
174.542;19.8396;0.00467522;1.47791;0
174.5;29.0599;0.0047631;1.53314;0
174.485;29.397;0.0109674;2.03968;0
174.471;62.0641;0.00493886;2.34948;0
174.465;31.1687;0.00764556;2.88846;0
174.451;26.8963;0.00550129;2.26533;0
174.424;20.5079;0.0142541;1.32355;0
174.409;46.6705;0.0135511;2.61371;0
174.401;26.5361;0.0087177;1.47918;0
174.371;22.9194;0.00627463;1.96325;0
174.331;47.356;0.0112486;1.40369;0
174.33;19.6715;0.00826072;1.20796;0
174.324;48.1528;0.00474552;1.65755;0
174.297;27.4101;0.0101941;1.16614;0
174.26;17.8839;0.00500916;1.27705;0
174.227;45.4349;0.00826072;1.07016;0
174.223;22.1909;0.141364;1.76876;0
174.222;28.9935;0.0174881;1.12949;0
174.22;22.856;0.00493886;2.01248;0
174.203;26.3027;0.00936801;1.61242;0
174.202;25.3895;0.00692494;1.65928;0
174.161;18.9569;0.0239912;1.87975;0
174.153;21.6587;0.0069601;1.58245;0
174.137;47.7522;0.00485098;1.93409;0
174.112;60.9878;0.00474552;1.73653;0
174.107;25.1133;0.00469279;1.75817;0
174.057;28.8193;0.0048334;1.86598;0
174.053;22.2746;0.00465764;2.99439;0
174.039;46.1217;0.00616918;1.29119;0
174.011;30.3369;0.00587038;1.70757;0
174.009;58.6501;0.00525522;1.76925;0
173.908;53.3807;0.00609887;2.09403;0
173.894;23.2823;0.00648554;1.5325;0
173.873;24.7162;0.00522007;1.30118;0
173.855;19.5953;0.00516734;1.42169;0
173.839;27.0933;0.00481582;1.68209;0
173.82;47.1883;0.0075401;1.08485;0
173.771;24.4943;0.00514977;2.00646;0
173.741;47.9935;0.00530795;1.00537;0
173.732;23.9735;0.00868254;1.64435;0
173.731;27.5735;0.00560674;1.51057;0
173.729;25.3908;0.00692494;1.37855;0
173.716;19.5852;0.00572978;1.32843;0
173.714;18.7406;0.00500916;1.64475;0
173.709;22.5318;0.0220052;1.26658;0
173.698;27.1207;0.0052728;1.2421;0
173.676;44.295;0.00555402;1.41535;0
173.666;49.1682;0.00913952;1.38563;0
173.655;28.0107;0.0140784;2.5184;0
173.633;21.8732;0.00727646;1.69223;0
173.612;22.1552;0.0057122;1.35032;0
173.586;19.7464;0.00581766;1.59645;0
173.547;45.6648;0.012022;1.64947;0
173.539;27.0271;0.00539583;1.17561;0
173.52;59.5601;0.0052025;1.20944;0
173.507;61.9281;0.00724131;1.45547;0
173.494;25.5745;0.00532553;2.12968;0
173.462;21.5678;0.0061516;1.36728;0
173.443;53.2284;0.00645039;1.79039;0
173.423;26.7978;0.00557159;1.24743;0
173.422;26.0894;0.00680191;1.4866;0
173.374;21.4632;0.00525522;1.51274;0
173.359;21.0385;0.027067;1.06061;0
173.359;21.1111;0.0208979;1.93666;0
173.348;18.5317;0.00513219;1.42888;0
173.34;46.8983;0.00516734;1.89153;0
173.279;19.5351;0.0049037;1.71943;0
173.278;26.9149;0.0146232;1.26891;0
173.275;71.064;0.0123208;1.34062;0
173.266;32.4595;0.0049037;2.7071;0
173.19;27.6296;0.0445903;3.32025;0
173.188;45.4374;0.0145354;1.03569;0
173.162;49.9177;0.00479825;4.58259;0
173.141;20.9684;0.00761041;1.37078;0
173.122;24.2954;0.00499158;1.98136;0
173.095;47.1368;0.00674918;1.1352;0
173.072;27.1812;0.00532553;1.22023;0
173.067;25.3545;0.00500916;1.15601;0
173.044;30.304;0.00574735;1.37563;0
173.03;55.3869;0.00467522;2.13322;0
173.022;26.6304;0.00618675;1.28468;0
173.015;46.785;0.00843648;1.301;0
172.922;59.2808;0.00704798;2.38141;0
172.922;22.7538;0.00479825;1.53687;0
172.897;39.0252;0.00518492;1.47729;0
172.873;25.9944;0.00645039;1.51282;0
172.872;26.8938;0.00715343;2.55354;0
172.86;25.3713;0.00499158;1.61507;0
172.855;46.6258;0.00495643;1.40076;0
172.851;27.5058;0.00506189;1.35745;0
172.834;27.7478;0.00543098;1.37045;0
172.832;60.7397;0.00899891;2.06241;0
172.832;20.787;0.00580008;1.38584;0
172.831;26.39;0.00599342;1.46925;0
172.785;26.5415;0.00513219;1.54409;0
172.772;47.6607;0.00502674;1.88613;0
172.741;22.739;0.101343;1.58503;0
172.674;47.2769;0.0190524;2.62198;0
172.673;28.1553;0.0048334;3.31023;0
172.657;19.6212;0.0200366;1.23622;0
172.639;24.8335;0.0101062;2.36329;0
172.614;20.2448;0.00471037;1.35759;0
172.613;27.2384;0.00485098;1.38639;0
172.522;50.0372;0.00506189;1.12479;0
172.521;25.8462;0.0169608;1.43933;0
172.521;27.2402;0.00912194;2.26666;0
172.513;20.4496;0.00507946;2.38492;0
172.466;50.3557;0.00485098;1.36108;0
172.452;23.5345;0.00469279;1.36909;0
172.415;26.9795;0.00537826;1.36502;0
172.413;19.6831;0.00471037;1.30966;0
172.401;47.9958;0.0061516;1.23037;0
172.374;20.5584;0.00513219;1.41905;0
172.32;16.6086;0.00471037;1.93016;0
172.292;47.0086;0.00585281;1.70955;0
172.286;30.7979;0.00518492;1.38301;0
172.28;20.4531;0.00492128;1.44505;0
172.276;49.3525;0.00478067;1.25223;0
172.262;46.9334;0.00551886;1.94491;0
172.24;24.9035;0.00862982;2.54458;0
172.156;22.9868;0.0124262;2.28843;0
172.138;27.0818;0.00486855;1.38612;0
172.115;26.9582;0.00478067;1.47341;0
172.069;57.4141;0.0129184;3.01515;0
172.048;46.7176;0.00499158;3.16116;0
172.011;48.2079;0.00551886;1.54278;0
172.003;31.3907;0.0048334;1.49695;0
171.946;48.1515;0.00683706;1.78265;0
171.944;49.4361;0.00486855;1.40527;0
171.906;70.387;0.00759283;1.24847;0
171.898;19.704;0.00636251;1.32178;0
171.871;49.3364;0.00757526;1.51883;0
171.858;47.2027;0.00507946;1.94728;0
171.814;25.5057;0.0070304;1.12569;0
171.814;25.4283;0.00536068;2.74094;0
171.811;26.6414;0.00541341;1.17099;0
171.801;50.7831;0.00840133;1.25604;0
171.794;23.244;0.00502674;1.10646;0
171.759;49.2716;0.02313;5.29601;0
171.732;27.3695;0.0143069;1.99707;0
171.726;27.5684;0.0140256;1.19551;0
171.715;16.7383;0.0206518;1.65265;0
171.662;49.0692;0.00618675;2.39231;0
171.648;24.932;0.00481582;1.60514;0
171.648;28.287;0.00479825;1.24128;0
171.618;23.5005;0.00486855;1.60753;0
171.611;22.5709;0.00924498;2.2908;0
171.595;47.8283;0.00523765;1.10969;0
171.505;48.2225;0.00681949;2.47624;0
171.454;19.5928;0.130062;1.3271;0
171.448;49.5839;0.0321465;1.75367;0
171.445;26.3751;0.00497401;1.90223;0
171.414;24.8762;0.00680191;2.98601;0
171.36;23.0297;0.00516734;1.28451;0
171.33;22.3375;0.00499158;1.58362;0
171.306;39.3588;0.00748738;2.40249;0
171.298;26.4767;0.00627463;1.68758;0
171.283;26.3411;0.00757526;1.17774;0
171.174;44.5464;0.00523765;1.14195;0
171.147;28.2867;0.00536068;1.51408;0
171.061;62.5977;0.00469279;3.96542;0
171.06;18.6139;0.00516734;1.86732;0
171.04;21.9953;0.00599342;1.88939;0
171.026;27.986;0.00820799;1.11552;0
171.011;24.2221;0.00506189;1.59568;0
170.994;26.7093;0.00748738;1.83823;0
170.988;22.0373;0.00562432;2.12536;0
170.925;26.2377;0.00673161;1.17003;0
170.774;25.3214;0.00590554;1.17245;0
170.768;23.8904;0.00602857;1.71784;0
170.749;27.008;0.00493886;1.43447;0
170.712;34.671;0.00522007;3.27821;0
170.711;29.4923;0.00506189;2.26426;0
170.71;28.2231;0.00471037;1.62031;0
170.652;29.415;0.00471037;2.64707;0
170.6;39.4953;0.00609887;2.07597;0
170.589;56.2893;0.00643282;1.48679;0
170.552;51.036;0.00485098;1.13351;0
170.524;21.5522;0.00506189;1.04191;0
170.515;29.0092;0.00486855;1.35754;0
170.507;23.9894;0.0107917;1.8633;0
170.505;27.5202;0.00592311;1.60547;0
170.5;50.2975;0.00854194;1.39768;0
170.483;48.2676;0.00759283;1.99724;0
170.446;27.6841;0.00585281;1.36355;0
170.432;46.3358;0.00495643;1.2123;0
170.424;50.6549;0.00514977;1.6813;0
170.4;27.3489;0.00469279;1.57958;0
170.318;25.1078;0.0196851;1.29066;0
170.318;22.068;0.00478067;2.05144;0
170.307;26.2005;0.00472794;1.1415;0
170.305;47.4593;0.00877042;2.08189;0
170.267;20.5848;0.00523765;1.91892;0
170.258;26.3633;0.00504431;2.73401;0
170.257;46.5035;0.00555402;1.68729;0
170.217;44.9085;0.00718858;1.11575;0
170.202;27.7019;0.00525522;1.35709;0
170.144;47.184;0.00523765;1.86828;0
170.129;42.8172;0.0112135;1.81255;0
170.126;20.2744;0.0140608;1.34564;0
170.114;47.1524;0.00472794;1.62031;0
170.102;21.4419;0.00522007;1.11417;0
170.098;27.9878;0.00618675;1.96539;0
170.071;29.3393;0.00507946;1.84459;0
170.065;26.7502;0.0056419;1.22267;0
170.036;15.9434;0.00518492;1.68329;0
170.025;20.9669;0.0060813;1.45999;0
169.986;21.0818;0.00896376;1.41621;0
169.957;49.5648;0.00537826;1.39112;0
169.928;27.7403;0.00478067;1.43878;0
169.893;21.2026;0.00509704;1.21472;0
169.835;22.6625;0.00550129;1.10539;0
169.793;20.0168;0.00479825;1.16442;0
169.788;25.6869;0.0048334;2.19741;0
169.731;26.1639;0.00678434;1.25518;0
169.728;20.3639;0.0048334;1.44726;0
169.705;29.9596;0.00539583;1.51758;0
169.701;25.0764;0.00604614;1.86828;0
169.689;28.2708;0.00478067;1.19699;0
169.675;23.7965;0.00530795;1.04381;0
169.658;27.4733;0.00469279;1.28195;0
169.654;18.3518;0.00465764;1.30439;0
169.621;28.7876;0.00495643;1.4055;0
169.607;21.7357;0.00516734;1.31404;0
169.577;27.1738;0.0047631;1.22764;0
169.535;29.096;0.0069601;1.6075;0
169.496;27.9114;0.0104226;1.29644;0
169.495;19.4354;0.00648554;1.2905;0
169.419;49.2589;0.0140081;1.38989;0
169.419;28.7587;0.00469279;2.32407;0
169.401;22.6838;0.00537826;1.29086;0
169.341;28.6085;0.00465764;1.36707;0
169.331;47.4092;0.00472794;2.4238;0
169.323;21.2532;0.00481582;1.1678;0
169.303;21.5827;0.00994802;1.65219;0
169.3;23.7223;0.0087177;7.27594;0
169.285;27.3496;0.0201069;1.12589;0
169.269;26.9973;0.0230597;1.31048;0
169.267;17.9454;0.00502674;1.18354;0
169.229;19.7476;0.00493886;1.38765;0
169.215;48.2944;0.00736434;2.67873;0
169.215;26.8569;0.00558917;1.37159;0
169.212;21.047;0.00504431;3.8012;0
169.209;50.9465;0.0056419;1.06682;0
169.205;22.7354;0.00743465;1.16595;0
169.19;20.2684;0.00606372;1.70383;0
169.05;46.1014;0.00486855;1.23362;0
169.043;23.1177;0.00729404;1.38978;0
168.979;47.95;0.00704798;2.26009;0
168.974;26.9207;0.010282;1.13742;0
168.96;50.5814;0.00852436;1.20654;0
168.959;49.5998;0.0047631;1.34842;0
168.939;46.5253;0.0172069;1.24288;0
168.937;26.6738;0.0073995;1.51968;0
168.935;22.6916;0.00645039;1.13166;0
168.93;51.7022;0.00546614;4.76535;0
168.896;48.0083;0.0137093;1.5371;0
168.887;19.098;0.0071007;1.82497;0
168.874;51.8617;0.00541341;2.32186;0
168.872;29.0665;0.0144123;1.70425;0
168.868;25.6744;0.00474552;1.86606;0
168.82;25.2447;0.0060813;2.18385;0
168.804;25.8772;0.00601099;1.26619;0
168.788;28.2321;0.00514977;1.51955;0
168.783;47.2401;0.0151505;1.38643;0
168.767;27.2378;0.00523765;1.15326;0
168.744;27.45;0.00493886;1.18111;0
168.709;20.333;0.0168554;1.49727;0
168.681;20.301;0.0403545;1.28111;0
168.628;29.4811;0.00683706;1.72806;0
168.613;17.392;0.00488613;1.99686;0
168.598;47.9992;0.0104929;1.38056;0
168.594;21.2207;0.00469279;2.7652;0
168.587;28.8077;0.00500916;1.50687;0
168.578;19.9742;0.00662615;1.71084;0
168.572;26.2795;0.0052728;1.41776;0
168.518;20.0378;0.00472794;1.3466;0
168.505;24.1217;0.00493886;1.27784;0
168.485;46.1946;0.00537826;2.04045;0
168.47;27.3133;0.00620433;1.11251;0
168.443;26.0904;0.00984256;1.88176;0
168.441;48.2893;0.00537826;1.74543;0
168.437;27.4315;0.00502674;1.48774;0
168.399;27.1399;0.00509704;1.1628;0
168.384;28.9156;0.00532553;1.81621;0
168.317;23.318;0.00472794;1.35016;0
168.187;28.476;0.0047631;1.44099;0
168.181;19.6593;0.00741707;2.31888;0
168.174;28.0073;0.00509704;1.35396;0
168.144;26.8543;0.00599342;2.5597;0
168.124;28.2079;0.00768071;2.50504;0
168.123;29.0445;0.00474552;1.23953;0
168.122;28.4484;0.0060813;2.42195;0
168.11;28.1191;0.0048334;1.55784;0
168.104;26.9181;0.00852436;2.16833;0
168.084;25.5694;0.00701282;1.78147;0
168.078;29.8047;0.0048334;1.17924;0
168.064;21.5626;0.00537826;1.2346;0
168.063;48.1375;0.0165917;1.59891;0
168.058;26.5272;0.00558917;1.12748;0
168.049;25.7726;0.00804981;1.53176;0
168.049;21.6469;0.0061516;1.10751;0
168.037;24.1618;0.00467522;1.87842;0
168.03;27.3016;0.00727646;1.29451;0
168.026;47.4463;0.00594069;1.39858;0
168.018;29.7282;0.00522007;1.09728;0
168.01;49.0538;0.00683706;1.48894;0
168.01;32.5581;0.00594069;1.89331;0
167.954;26.9867;0.00504431;1.23248;0
167.933;23.3756;0.00497401;2.05645;0
167.92;21.8088;0.00486855;1.28825;0
167.917;29.1244;0.00699525;1.19902;0
167.911;28.1769;0.00891103;1.10539;0
167.899;49.8372;0.00511462;1.52184;0
167.877;49.3657;0.00516734;1.04531;0
167.871;35.6392;0.00669646;2.97722;0
167.86;23.1027;0.00551886;1.07902;0
167.844;29.6443;0.00465764;1.5576;0
167.766;27.5541;0.00485098;1.06043;0
167.732;47.1022;0.00495643;1.08303;0
167.73;27.4678;0.0234288;2.14695;0
167.68;47.9492;0.00499158;1.73431;0
167.669;21.7681;0.0120923;2.17394;0
167.656;19.5156;0.00493886;1.12415;0
167.617;26.2003;0.00836618;1.24098;0
167.611;20.7283;0.00580008;1.51337;0
167.572;20.9422;0.008788;1.17733;0
167.528;28.7969;0.0047631;1.11674;0
167.522;24.291;0.00764556;1.39118;0
167.484;26.5174;0.00485098;1.28043;0
167.475;24.6539;0.00768071;1.14427;0
167.472;27.8709;0.0057122;1.72844;0
167.464;20.1527;0.0114596;2.02565;0
167.349;21.3115;0.00801466;2.22962;0
167.332;32.5091;0.0048334;2.8098;0
167.293;21.8704;0.00523765;1.71107;0
167.289;23.014;0.00478067;1.92421;0
167.218;40.6135;0.00787405;5.78759;0
167.21;22.2567;0.0198785;1.71672;0
167.197;22.8153;0.00801466;1.94518;0
167.19;26.9791;0.00507946;1.17183;0
167.095;27.6896;0.00594069;1.94907;0
167.056;24.6259;0.00493886;1.76511;0
167.023;19.0808;0.00485098;1.47621;0
167.013;26.0047;0.00478067;1.24329;0
167.009;26.263;0.00471037;1.93559;0
166.965;22.5832;0.0165214;1.36331;0
166.951;21.1023;0.0124087;1.00919;0
166.934;26.8002;0.00632736;2.00252;0
166.903;28.5083;0.00478067;1.67489;0
166.889;22.0692;0.0056419;1.83424;0
166.877;47.4333;0.00625706;1.52176;0
166.851;17.4127;0.0108971;1.15132;0
166.774;25.1863;0.00892861;1.14185;0
166.759;23.6142;0.00516734;1.16523;0
166.747;20.6523;0.00576493;1.40615;0
166.732;27.5715;0.00567705;1.3424;0
166.706;24.9747;0.00525522;2.0364;0
166.609;29.4801;0.00711828;5.1172;0
166.603;28.4288;0.0109147;1.45131;0
166.595;44.6384;0.00481582;5.61981;0
166.547;27.4254;0.00472794;1.51807;0
166.542;21.1277;0.0117583;1.5336;0
166.515;27.6863;0.0052025;1.58491;0
166.475;22.4591;0.00493886;1.56461;0
166.464;28.1509;0.0188766;2.13577;0
166.461;16.9686;0.00511462;1.26525;0
166.419;26.7344;0.0192281;1.24578;0
166.334;28.2297;0.0075401;1.6836;0
166.288;23.3819;0.00495643;1.20952;0
166.264;31.1582;0.00467522;1.19222;0
166.216;27.6821;0.00551886;1.70845;0
166.199;27.2542;0.0151329;1.324;0
166.046;27.9756;0.0108971;1.2203;0
166.012;29.7444;0.00532553;3.38794;0
165.987;27.8591;0.00572978;1.81633;0
165.977;24.7626;0.00727646;1.83662;0
165.946;29.5752;0.00544856;1.5119;0
165.937;26.9095;0.00581766;2.0862;0
165.926;24.9994;0.00813769;1.38194;0
165.893;31.5211;0.0159063;2.09394;0
165.799;22.955;0.00555402;1.58672;0
165.783;18.7984;0.00499158;2.26716;0
165.721;44.7434;0.0057825;6.77431;0
165.702;22.4642;0.00471037;1.25803;0
165.682;20.5788;0.00590554;1.40628;0
165.681;24.2287;0.00667888;1.51097;0
165.645;21.579;0.00657342;1.34423;0
165.636;27.8183;0.00465764;1.26518;0
165.622;13.5531;0.00486855;3.43017;0
165.602;27.695;0.0377884;1.437;0
165.599;22.7695;0.00479825;1.33199;0
165.596;28.414;0.00717101;1.97856;0
165.585;28.7654;0.00836618;1.34475;0
165.559;20.3988;0.0140432;1.76308;0
165.552;23.6095;0.00478067;1.65641;0
165.512;22.0586;0.00530795;1.75697;0
165.506;25.8205;0.109481;2.09229;0
165.495;20.4723;0.00629221;2.4356;0
165.489;26.4242;0.00469279;1.23122;0
165.48;27.5934;0.00525522;1.87737;0
165.477;22.2775;0.0102468;1.23956;0
165.477;27.4145;0.00978983;1.3257;0
165.472;27.5607;0.00560674;3.78425;0
165.453;21.5906;0.00576493;1.55726;0
165.432;27.7299;0.0102117;1.34057;0
165.403;26.6633;0.00625706;1.60185;0
165.275;26.3105;0.152876;2.22899;0
165.22;23.2334;0.00933286;1.30739;0
165.21;25.3278;0.00467522;1.08888;0
165.182;24.2068;0.0101414;3.56765;0
165.177;26.8071;0.00581766;1.66402;0
165.154;22.5981;0.00488613;1.18239;0
165.139;26.6491;0.0139026;1.12885;0
