Spacing,26
Voids


Label Id,X1,Y1,Z1,X2,Y2,Z2,a11,a22,a33,a12,a13,a23,DimX,DimY,DimZ,phi,theta,Xm,Ym,Zm,Volume,Roundness,FeretDiam,Flatness,VoxDimX,VoxDimY,VoxDimZ,MajorLength,MinorLength,
438,16982.2,3078.05,27465.7,15050,2730.23,26357.2,0.734468,0.0238001,0.241732,0.132213,0.42136,0.0758502,1820,364,1066,10.2047,60.5501,16016.1,2904.14,26911.4,1.28481e+07,0,0,1.67454,70,14,41,2254.54,79.4598,
439,20394.9,1517.57,12112.4,18954.9,1046.19,9751.89,0.263548,0.0282405,0.708212,0.0862711,0.432027,0.141422,1430,546,2392,18.1256,32.6955,19674.9,1281.88,10932.2,1.28129e+07,0,0,1.5615,55,21,92,2804.99,90.5864,
440,4950.83,4039.15,26309.5,5760.17,3811.42,25017.8,0.275757,0.0218322,0.702411,0.0775912,0.440107,0.123835,910,312,1378,164.285,33.06,5355.5,3925.29,25663.7,1.28129e+07,0,0,4.38965,35,12,53,1541.23,86.3013,
441,31775.8,4816.17,8050.81,32655,4938.26,6171.62,0.178953,0.00345067,0.817596,-0.0248497,0.382507,-0.0531155,910,234,1950,187.906,25.2829,32215.4,4877.21,7111.21,1.27953e+07,0,0,3.13188,35,9,75,2078.27,65.2726,
442,40238.2,4682.01,13072.2,40888.5,4810.78,12355.1,0.443364,0.0173875,0.539249,-0.0878007,0.488962,-0.0968306,780,208,858,191.202,42.7489,40563.4,4746.39,12713.6,1.27953e+07,0,0,2.73548,30,8,33,976.58,102.623,
443,18238.5,2765.74,25165,15776,2320.12,23707.4,0.722988,0.0236774,0.253334,0.130838,0.427969,0.0774487,2366,468,1430,10.2577,59.7799,17007.2,2542.93,24436.2,1.27953e+07,0,0,1.45476,91,18,55,2896.01,75.3026,
444,7727.63,4173.24,28082.8,8628.73,3916.61,26289.1,0.198284,0.0160825,0.785634,0.0564704,0.394688,0.112405,1014,338,1924,164.103,27.5807,8178.18,4044.93,27185.9,1.27953e+07,0,0,1.37028,39,13,74,2023.62,117.418,
445,8895.09,5543.46,32433.9,11006.6,5483.83,31379.3,0.799822,0.00063796,0.19954,0.0225888,0.399495,0.0112827,2340,208,1170,178.382,63.4679,9950.84,5513.65,31906.6,1.27602e+07,0,0,1.9417,90,8,45,2360.99,88.021,
446,31075.2,5466.88,15773.7,32985.4,5780.33,14570.6,0.702436,0.0189127,0.278652,-0.11526,0.442419,-0.072595,1924,364,1222,189.318,58.138,32030.3,5623.6,15172.2,1.27426e+07,0,0,1.14984,74,14,47,2279.22,95.5547,
447,19542.7,3400.41,28465.4,18090.9,3144.92,27585.8,0.715287,0.0221517,0.262562,0.125876,0.433367,0.076264,1586,312,962,9.98073,59.1757,18816.8,3272.66,28025.6,1.27426e+07,0,0,2.24114,61,12,37,1716.59,83.4005,
448,10264.5,1461.12,20536,8329.62,1117.05,19393.4,0.724453,0.0229077,0.25264,0.128824,0.427815,0.076075,1924,390,1144,10.0831,59.8257,9297.08,1289.08,19964.7,1.2725e+07,0,0,1.45025,74,15,44,2273.32,80.5386,
449,26974,3242.58,26785.1,28560.7,3291.47,25245.5,0.514778,0.000488819,0.484733,-0.015863,0.49953,-0.0153931,1690,156,1664,181.765,45.8749,27767.4,3267.02,26015.3,1.2725e+07,0,0,1.09815,65,6,64,2211.47,92.5701,
450,31332.3,2207.08,7809.74,32853.8,2464.72,6391.66,0.527064,0.015112,0.457824,-0.0892468,0.491226,-0.0831783,1586,312,1508,189.611,47.4194,32093,2335.9,7100.7,1.27074e+07,0,0,1.39857,61,12,58,2095.81,88.9903,
451,34848.5,5778.48,21466,34668,5725.77,21148.6,0.239274,0.0204194,0.740306,0.0698987,0.420876,0.122949,364,234,364,16.2846,30.6373,34758.3,5752.12,21307.3,1.26899e+07,0,0,1.47536,14,9,14,368.884,187.931,
452,18484.2,3281,29573.3,15435.8,2769.87,27814.9,0.734812,0.0206596,0.244529,0.123211,0.42389,0.0710765,2834,572,1664,9.51862,60.3633,16960,3025.43,28694.1,1.26899e+07,0,0,1.77354,109,22,64,3556.08,76.8248,
453,26688.1,4040.95,6415.08,27756.6,4234.73,5605.32,0.622207,0.0204647,0.357328,-0.112842,0.471521,-0.0855137,1196,286,962,190.279,53.2897,27222.4,4137.84,6010.2,1.26196e+07,0,0,2.0371,46,11,37,1354.62,138.988,
454,15758.5,2927.58,13876.9,16316.8,2902.15,12922.4,0.254806,0.000528592,0.744665,0.0116055,0.435598,0.01984,806,208,1066,177.392,30.3517,16037.6,2914.86,13399.6,1.26196e+07,0,0,4.56081,31,8,41,1106.07,86.6653,
455,27697.3,5303.33,29875.1,26733.4,4908.01,28320.7,0.265373,0.044632,0.689995,0.108831,0.427909,0.175488,988,494,1560,22.2988,33.8334,27215.3,5105.67,29097.9,1.26196e+07,0,0,1.41934,38,19,60,1871.24,90.669,
456,14138.4,4762.85,31883.1,14923.5,4519.08,30360.1,0.205756,0.0198387,0.774406,0.0638899,0.399172,0.123948,832,312,1508,162.75,28.3572,14531,4640.96,31121.6,1.26196e+07,0,0,1.18828,32,12,58,1730.66,109.812,
457,17111,2583.97,13315.4,18344.5,2508.47,10810.1,0.194967,0.000730329,0.804303,0.0119327,0.395995,0.0242365,1274,130,2574,176.498,26.2556,17727.8,2546.22,12062.8,1.25844e+07,0,0,1.09544,49,5,99,2793.55,84.795,
458,16622.9,3889.85,32278.2,13975,3391.03,30774.9,0.736491,0.0261364,0.237372,0.138742,0.418118,0.0787658,2652,572,1508,10.6685,60.8427,15298.9,3640.44,31526.6,1.25844e+07,0,0,1.27216,102,22,58,3085.47,75.0185,
459,1714.18,4198.29,29087.8,2874.73,3756.54,26896,0.212233,0.0307498,0.757017,0.0807845,0.400829,0.152572,1170,494,2158,159.161,29.5335,2294.45,3977.42,27991.9,1.25317e+07,0,0,1.50311,45,19,83,2519.18,75.755,
460,28947.3,3270.71,19783.6,28612.1,3203.51,19585.8,0.720175,0.0289551,0.25087,0.144405,0.425053,0.0852289,416,260,364,11.3382,59.9425,28779.7,3237.11,19684.7,1.25141e+07,0,0,1.33739,16,10,14,394.894,191.461,
461,33321.2,4288.53,13667.5,33010,4219.91,13257.8,0.359262,0.0174762,0.623262,0.0792371,0.473196,0.104366,442,286,468,12.4378,37.8641,33165.6,4254.22,13462.7,1.2479e+07,0,0,1.83094,17,11,18,519.047,148.125,
462,21257.3,3164.69,21749.8,20006.9,2728.52,19583.8,0.24257,0.029517,0.727913,0.0846165,0.420202,0.14658,1274,520,2158,19.2304,31.441,20632.1,2946.61,20666.8,1.2479e+07,0,0,1.22481,49,20,83,2538.74,86.4561,
463,20523.3,3863.17,30165.2,18971.8,3582.71,29297.7,0.743333,0.0242918,0.232375,0.134376,0.415611,0.0751319,1612,390,884,10.247,61.1804,19747.5,3722.94,29731.4,1.2479e+07,0,0,2.22584,62,15,34,1799.46,84.5499,
464,31868,4084.48,17480.5,31705.7,4063.39,17221.6,0.280798,0.0047386,0.714463,0.0364772,0.447906,0.0581855,312,286,312,7.4016,32.3003,31786.9,4073.93,17351.1,1.24614e+07,0,0,1.21462,12,11,12,306.308,222.395,
465,39318.3,5776.7,15414.1,38086.9,5442.29,13493.2,0.285135,0.0210282,0.693837,0.077433,0.444789,0.12079,1274,416,2028,15.1932,33.5951,38702.6,5609.49,14453.6,1.24262e+07,0,0,1.38185,49,16,78,2306.11,81.5364,
466,28771,4451.8,19410.1,29461.6,4422.1,17648.2,0.13316,0.000246191,0.866594,0.00572563,0.339699,0.0146064,676,182,1690,177.538,21.4228,29116.3,4436.95,18529.2,1.24262e+07,0,0,1.15604,26,7,65,1892.71,115.398,
467,13609.6,4428.15,29134.9,14486,4307.41,27049.3,0.149665,0.00284076,0.847494,0.0206194,0.356146,0.0490665,884,234,2028,172.156,22.9868,14047.8,4367.78,28092.1,1.24262e+07,0,0,2.28843,34,9,78,2265.41,76.9795,
468,17182.7,5012.6,37819.6,14197.8,4472.8,36051.4,0.722763,0.0236368,0.2536,0.130705,0.428127,0.0774228,3094,598,1820,10.2506,59.7624,15690.2,4742.7,36935.5,1.24262e+07,0,0,1.46854,119,23,70,3511.09,70.301,
469,19025.3,3353.36,22118.4,19877.2,3155.92,19852.4,0.123017,0.0066079,0.870375,0.0285111,0.327217,0.0758376,910,260,2392,166.951,21.1023,19451.2,3254.64,20985.4,1.24087e+07,0,0,1.00919,35,10,92,2428.84,90.9969,
470,31062.3,3414.34,13323.8,28951.4,2906.39,12179.7,0.739856,0.0428395,0.217305,0.178031,0.400967,0.0964843,2080,520,1118,13.5298,62.2147,30006.9,3160.37,12751.7,1.23735e+07,0,0,1.35356,80,20,43,2454.12,79.761,
471,39476.7,5189.83,16931.4,38335.2,4922.65,16294.3,0.731851,0.0401007,0.228049,0.171312,0.408531,0.095629,1170,338,676,13.1746,61.4748,38905.9,5056.24,16612.9,1.23559e+07,0,0,1.74414,45,13,26,1334.24,95.7233,
472,23114.9,2947.07,17434.2,21695.3,2470.19,15184,0.275848,0.0311261,0.693026,0.0926609,0.43723,0.146871,1378,494,2158,18.5679,33.6454,22405.1,2708.63,16309.1,1.23384e+07,0,0,1.33577,53,19,83,2702.96,78.9769,
473,27982.8,4106.62,23967.6,26769.8,3644.56,22186.4,0.302926,0.0439561,0.653118,0.115393,0.444799,0.169436,1248,494,1846,20.8532,36.0837,27376.3,3875.59,23077,1.23384e+07,0,0,1.62895,48,19,71,2203.91,79.0204,
474,26680.9,3153.8,24619.2,26388.5,3188.27,24720.2,0.882424,0.0122683,0.105308,0.104047,0.304838,0.0359437,338,286,338,173.275,71.064,26534.7,3171.04,24669.7,1.23208e+07,0,0,1.34062,13,11,13,311.203,215.788,
475,10249.9,1071.86,20279.8,8629.04,783.052,19334.3,0.728825,0.0231408,0.248034,0.129868,0.425174,0.0757608,1742,364,1040,10.1034,60.1303,9439.45,927.457,19807.1,1.23032e+07,0,0,2.072,67,14,40,1898.55,77.7442,
476,15853.3,1801.94,21820.7,14239.5,1533.81,20851.5,0.720311,0.0198843,0.259804,0.119678,0.432597,0.0718751,1820,338,1144,9.4334,59.3555,15046.4,1667.87,21336.1,1.2268e+07,0,0,2.95157,70,13,44,1901.48,69.1652,
477,12288.7,5271.97,30887.5,14096,5152.54,29772.9,0.722181,0.00315318,0.274666,0.0477197,0.445375,0.0294291,1872,208,1196,176.22,58.3933,13192.3,5212.26,30330.2,1.2268e+07,0,0,1.47367,72,8,46,2126.7,87.0549,
478,25898.2,2229.93,11588.9,24711.9,1946.19,10896.4,0.715322,0.0409261,0.243752,0.1711,0.417566,0.099879,1196,390,728,13.452,60.4151,25305.1,2088.06,11242.6,1.22505e+07,0,0,1.98756,46,15,28,1402.53,86.6579,
479,18565.5,3413.21,30171.5,15851.6,2854.17,28612.3,0.72859,0.0309153,0.240495,0.150082,0.418595,0.0862262,2756,598,1586,11.6395,60.633,17208.6,3133.69,29391.9,1.22505e+07,0,0,1.1124,106,23,61,3179.46,76.7691,
480,19257.2,2990,9970.77,20117.8,2999.87,8329.71,0.215692,2.8363e-05,0.78428,-0.00247339,0.411294,-0.00471641,910,182,1716,180.657,27.6751,19687.5,2994.94,9150.24,1.22153e+07,0,0,1.8537,35,7,66,1853.06,95.4802,
481,26649.2,1855.64,13905.9,28951,2063.99,11825,0.547815,0.00448856,0.447697,-0.0495873,0.495232,-0.0448276,2340,286,2106,185.172,48.0022,27800.1,1959.82,12865.4,1.21977e+07,0,0,1.83692,90,11,81,3109.97,76.5453,
482,15863.5,1365.9,13233.1,15088.6,1157.75,12112.7,0.316202,0.0228125,0.660985,0.0849316,0.457171,0.122795,832,312,1144,15.0347,35.6089,15476,1261.82,12672.9,1.21977e+07,0,0,2.02931,32,12,44,1378.14,86.9051,
483,11380.4,2238.29,19786.3,11916.9,2023.69,18358,0.121256,0.0193978,0.859347,0.0484984,0.322801,0.12911,546,286,1404,158.2,22.0267,11648.6,2130.99,19072.1,1.21977e+07,0,0,1.53882,21,11,54,1540.81,92.0579,
484,28406.7,3007.08,15424.6,26737.8,2625.5,14491,0.732491,0.03829,0.229219,0.167473,0.409757,0.0936846,1716,468,962,12.8784,61.395,27572.3,2816.29,14957.8,1.21802e+07,0,0,2.03314,66,18,37,1950.03,83.1903,
485,38303.8,5279.27,18321.1,36693.3,4909.65,17457.1,0.74601,0.0392946,0.214696,0.171214,0.400206,0.0918498,1508,390,832,12.9259,62.3963,37498.6,5094.46,17889.1,1.21802e+07,0,0,1.54914,58,15,32,1864.62,85.684,
486,20221.2,2371.89,22640,19149.6,2150.24,22046.3,0.740874,0.0316997,0.227427,0.15325,0.410481,0.084908,1014,286,624,11.6868,61.5173,19685.4,2261.06,22343.2,1.21802e+07,0,0,1.29623,39,11,24,1244.91,109.958,
487,12070.6,5076.98,29230.1,13778.6,5022.22,28373.2,0.798262,0.000820715,0.200917,0.0255958,0.400481,0.0128412,1898,208,988,178.163,63.3693,12924.6,5049.6,28801.7,1.21626e+07,0,0,2.18375,73,8,38,1911.6,87.475,
488,19367.5,3005.62,13780.1,20581.6,2958.55,11289.1,0.191889,0.000288413,0.807823,0.0074393,0.393716,0.0152639,1274,130,2548,177.78,26.0006,19974.5,2982.09,12534.6,1.21274e+07,0,0,1.13137,49,5,98,2771.55,91.5654,
489,18674.1,1883.75,14982.4,16850.5,1397,12067.4,0.275763,0.0196464,0.70459,0.0736055,0.440795,0.117655,1872,520,2990,14.9447,32.9233,17762.3,1640.37,13524.9,1.21274e+07,0,0,1.70697,72,20,115,3472.7,66.1296,
490,14073.5,2860.9,27018.4,12450.8,2605.14,26078.3,0.73503,0.0182603,0.246709,0.115853,0.425839,0.0671193,1638,364,962,8.95708,60.2182,13262.1,2733.02,26548.4,1.21099e+07,0,0,1.92664,63,14,37,1892.69,83.6851,
491,13556.2,2646.31,21719.6,14526.5,2434.2,19232.3,0.131258,0.00627213,0.86247,0.0286927,0.336461,0.0735495,1040,260,2626,167.669,21.7681,14041.4,2540.25,20475.9,1.20923e+07,0,0,2.17394,40,10,101,2678.28,68.8263,
492,18977.9,1415.84,15359.4,17847.5,1190.52,14724,0.737668,0.029307,0.233025,0.147034,0.414603,0.0826395,1170,364,650,11.2726,61.1363,18412.7,1303.18,15041.7,1.20747e+07,0,0,2.46762,45,14,25,1316.16,83.8285,
493,17060,6556.5,38239.1,17189.6,6502.31,37929.2,0.145143,0.0253621,0.829495,0.0606722,0.34698,0.145044,312,234,390,157.314,24.3885,17124.8,6529.41,38084.2,1.20747e+07,0,0,1.26035,12,9,15,340.234,200.531,
494,25425.4,3103.05,17876.5,24198.4,2762.03,16029.7,0.299177,0.0231078,0.677715,0.0831463,0.450285,0.125142,1222,390,1820,15.5315,34.5901,24811.9,2932.54,16953.1,1.20571e+07,0,0,1.53984,47,15,70,2243.34,79.4439,
495,28145.7,3305.01,19892.6,27210.2,3100.32,19353,0.724287,0.0346762,0.241037,0.158479,0.417828,0.0914235,962,312,598,12.3422,60.5966,27677.9,3202.66,19622.8,1.20571e+07,0,0,1.05869,37,12,23,1099.22,127.887,
496,10721.7,2786.96,28113.1,8092.76,2377.28,26608.7,0.73977,0.0179653,0.242265,0.115283,0.423344,0.0659725,2574,416,1482,8.85753,60.5144,9407.22,2582.12,27360.9,1.20396e+07,0,0,1.17823,99,16,57,3056.54,80.3447,
497,21276.9,3006.59,24937.3,18794.5,2459.11,23494.9,0.721376,0.0350874,0.243537,0.159095,0.419144,0.0924396,2340,598,1404,12.4371,60.4295,20035.7,2732.85,24216.1,1.2022e+07,0,0,1.56507,90,23,54,2922.72,77.9527,
498,8293.39,1117,24833.7,9008.31,1036.14,24130.7,0.50514,0.00646206,0.488398,0.0571336,0.496698,0.0561788,806,156,754,173.547,45.6648,8650.85,1076.57,24482.2,1.2022e+07,0,0,1.64947,31,6,29,1005.89,107.944,
499,12516.8,6739.8,37511.5,13290,6396.99,36002.9,0.199855,0.0392892,0.760855,0.0886124,0.38995,0.172897,806,364,1482,156.088,29.2765,12903.4,6568.39,36757.2,1.19868e+07,0,0,1.69699,31,14,57,1729.49,85.0794,
500,35819,4304.44,15906.9,33473.2,3741.66,14562.9,0.72159,0.0415326,0.236877,0.173117,0.413435,0.0991873,2340,598,1352,13.4909,60.8761,34646.1,4023.05,15234.9,1.19693e+07,0,0,1.48574,90,23,52,2761.53,72.6001,
501,17513.3,2827.75,28579.5,15524.8,2417.91,27317.8,0.692026,0.0293966,0.278577,0.14263,0.43907,0.0904944,1924,494,1196,11.6458,58.1428,16519,2622.83,27948.7,1.19693e+07,0,0,1.72562,74,19,46,2390.38,76.0102,
502,24781.2,2372.11,17358.5,24594.4,2150.59,17278,0.385822,0.542629,0.0715485,0.457557,0.166148,0.197039,312,390,286,49.8617,74.4853,24687.8,2261.35,17318.3,1.19341e+07,0,0,1.14087,12,15,11,300.72,231.138,
503,30474.6,4688.41,19686.4,31408.9,4648,17318,0.134632,0.000251944,0.865116,0.00582405,0.34128,0.0147635,936,104,2418,177.523,21.547,30941.7,4668.21,18502.2,1.19341e+07,0,0,1.41761,36,4,93,2546.31,74.8885,
504,11237,818.247,23185.5,11916.7,783.873,22608.4,0.580221,0.00148404,0.418295,0.029344,0.492649,0.0249152,728,156,650,177.105,49.7025,11576.9,801.06,22896.9,1.19341e+07,0,0,1.62732,28,6,25,892.297,116.579,
505,22213.3,4701.6,30095.6,21415.4,4354.75,28695.1,0.234168,0.044255,0.721577,0.101799,0.41106,0.178699,806,390,1352,23.4959,31.8473,21814.4,4528.17,29395.4,1.19341e+07,0,0,1.42145,31,15,52,1648.8,98.4811,
506,27434.8,2244.98,5743.82,25567.4,1753.8,4596.97,0.691386,0.0478346,0.260779,0.181858,0.424617,0.111688,1872,520,1144,14.7369,59.2918,26501.1,1999.39,5170.4,1.19165e+07,0,0,1.11581,72,20,44,2245.8,90.014,
507,32072.2,4063.15,13297.8,30549.8,3619.33,10795.7,0.264143,0.0224461,0.713411,0.0769998,0.4341,0.126544,1508,494,2496,16.2518,32.367,31311,3841.24,12046.8,1.1899e+07,0,0,1.12938,58,19,96,2962.3,77.5589,
508,34026,5331.61,9537.17,35086.4,5521.32,7364.68,0.191238,0.00612055,0.802642,-0.0342123,0.391785,-0.07009,1040,234,2054,190.143,26.3754,34556.2,5426.46,8450.92,1.18814e+07,0,0,1.21598,40,9,79,2424.92,83.0314,
509,27385,3090.42,11335.7,25310,2488.5,8129.04,0.287989,0.0242336,0.687777,0.0835405,0.445053,0.129102,2054,624,3172,16.1765,33.9707,26347.5,2789.46,9732.38,1.18814e+07,0,0,1.16087,79,24,122,3866.63,71.4764,
510,19811.5,3845.43,23000.5,20625.8,3613.26,20676.7,0.108405,0.0088119,0.882783,0.0309072,0.309351,0.0881986,832,260,2340,164.087,20.0213,20218.6,3729.35,21838.6,1.18814e+07,0,0,1.05891,32,10,90,2473.26,90.8303,
511,12043.5,1693.43,28044.8,13506.3,1574.95,26654.6,0.523634,0.00343516,0.47293,0.0424119,0.497637,0.0403062,1638,182,1534,175.369,46.5517,12774.9,1634.19,27349.7,1.18638e+07,0,0,1.22329,63,7,59,2021.47,90.5743,
512,13703.2,5461.91,30508,15315,5439.99,29693.6,0.796526,0.000147256,0.203327,0.0108302,0.402437,0.00547185,1742,182,884,179.221,63.1974,14509.1,5450.95,30100.8,1.18638e+07,0,0,1.44095,67,7,34,1806.01,101.846,
513,30173.1,4315.8,16760.8,30769.1,4312.73,15070.8,0.110616,2.9407e-06,0.889381,0.000570341,0.313656,0.00161722,624,130,1716,179.705,19.4263,30471.1,4314.26,15915.8,1.18462e+07,0,0,1.33867,24,5,66,1792.03,89.8723,
514,11703.7,3375.06,20228,13228.1,3398.52,19412.9,0.777542,0.000184214,0.222274,-0.0119681,0.415725,-0.00639891,1534,130,858,180.882,61.8709,12465.9,3386.79,19820.4,1.18462e+07,0,0,1.20874,59,5,33,1728.79,105.03,
515,9956.37,4664.59,27811.9,11945,4534.86,26769.7,0.781926,0.00332788,0.214746,0.0510113,0.409775,0.0267329,2054,182,1066,176.267,62.3928,10950.7,4599.72,27290.8,1.18462e+07,0,0,1.10958,79,7,41,2248.95,97.1179,
516,32004.3,4326.37,25300.1,31683.1,4263.69,25122.3,0.7439,0.0283176,0.227782,0.14514,0.41164,0.0803135,416,338,312,11.0401,61.493,31843.7,4295.03,25211.2,1.18111e+07,0,0,1.31449,16,13,12,372.434,195.67,
517,17982.6,6875.49,39666.1,18256.2,6735.57,39024.6,0.148015,0.0386957,0.813289,0.0756806,0.346957,0.1774,390,208,650,152.919,25.601,18119.4,6805.53,39345.4,1.17935e+07,0,0,1.80962,15,8,25,711.318,118.556,
518,15440.9,1189.52,16144.1,13720.3,897.311,15185.4,0.74668,0.0215341,0.231786,0.126803,0.416017,0.0706491,1560,390,936,9.63818,61.2204,14580.6,1043.41,15664.7,1.17759e+07,0,0,1.62774,60,15,36,1991.26,97.4801,
519,15777,4134.79,24189.5,17018.1,4040.46,22052.6,0.251876,0.00145514,0.746668,0.0191446,0.433668,0.0329622,1222,208,2080,175.653,30.2199,16397.5,4087.63,23121.1,1.17759e+07,0,0,1.79309,47,8,80,2472.94,74.6699,
520,5540.84,1517.9,24572.1,4563.62,1370.82,24001,0.733041,0.0166043,0.250355,0.110325,0.428393,0.0644745,1092,234,624,8.55897,59.9765,5052.23,1444.36,24286.5,1.17759e+07,0,0,2.1748,42,9,24,1141.38,94.7172,
521,23339.4,6479.51,30499.6,25739.5,6433.25,29155.7,0.761106,0.000282671,0.238611,0.0146677,0.426156,0.0082127,2366,156,1352,178.896,60.7594,24539.5,6456.38,29827.7,1.17759e+07,0,0,1.40906,91,6,52,2751.18,75.2351,
522,26487.1,3439.51,22381.2,25980.2,3329.11,22087.9,0.723542,0.0343181,0.242139,0.157577,0.418567,0.091158,572,234,338,12.2864,60.5228,26233.6,3384.31,22234.5,1.17583e+07,0,0,1.50123,22,9,13,595.942,141.813,
523,27046.6,5136.87,27383.5,27940,4923.07,25006.1,0.122886,0.00703726,0.870077,0.0294071,0.326986,0.0782494,962,286,2496,166.542,21.1277,27493.3,5029.97,26194.8,1.17583e+07,0,0,1.5336,37,11,96,2548.73,73.1527,
524,18149.5,1874.9,14603.3,16332,1341.32,11886.4,0.301126,0.0259548,0.67292,0.0884061,0.450148,0.132157,1794,546,2704,16.3615,34.8835,17240.8,1608.11,13244.8,1.17408e+07,0,0,1.23936,69,21,104,3312.04,73.1035,
525,26059.7,4339.92,31294.9,23660.9,3843.88,29932.8,0.732506,0.0313223,0.236172,0.151472,0.41593,0.0860085,2496,546,1404,11.6833,60.9236,24860.3,4091.9,30613.8,1.17232e+07,0,0,1.19274,96,21,54,2802.81,76.6259,
526,28238,4686.11,19011.4,29906.9,4749.9,15669.4,0.199549,0.00029148,0.800159,-0.00762657,0.399589,-0.0152719,1534,156,3068,182.189,26.5536,29072.5,4718,17340.4,1.1688e+07,0,0,1.58096,59,6,118,3736.08,64.4739,
527,25322.6,5303.47,21569.3,26935.7,5451.62,20616,0.736523,0.00621307,0.257264,-0.0676466,0.435294,-0.0399799,1664,234,988,185.248,59.5217,26129.1,5377.54,21092.7,1.1688e+07,0,0,1.55217,64,9,38,1879.52,91.2767,
528,7358.1,1164.82,22776.8,6132.81,960.451,22006.1,0.702546,0.0195453,0.277909,0.117181,0.441864,0.0737008,1300,286,780,9.4695,58.1855,6745.46,1062.64,22391.4,1.1688e+07,0,0,1.79257,50,11,30,1461.85,106.381,
529,38859.9,4863.16,12864,36374.3,4306.61,11442.9,0.726212,0.0364115,0.237377,0.162611,0.415194,0.092969,2496,650,1404,12.6213,60.8424,37617.1,4584.89,12153.4,1.16705e+07,0,0,1.55458,96,25,54,2916.66,69.0756,
530,18578.6,1867.8,13867.8,17330.2,1486.04,11929.4,0.285363,0.026685,0.687952,0.0872634,0.443076,0.135492,1274,416,1950,17.0035,33.9599,17954.4,1676.92,12898.6,1.16705e+07,0,0,1.27381,49,16,75,2336.97,80.8358,
531,28521,4297.77,13597.5,29089.1,4314.26,12285.7,0.157867,0.000133131,0.842,-0.00458442,0.364587,-0.0105876,676,130,1430,181.663,23.4215,28805.1,4306.02,12941.6,1.16705e+07,0,0,1.18643,26,5,55,1429.64,107.875,
532,18702.8,1370.27,10720.5,17738.9,1037.41,9199.97,0.277178,0.0330552,0.689767,0.0957193,0.437251,0.150998,988,390,1482,19.0516,33.8476,18220.9,1203.84,9960.24,1.16529e+07,0,0,1.18225,38,15,57,1830.8,100.807,
533,14966.3,2989.27,17346.8,16094,2601.08,14885.7,0.170025,0.0201475,0.809827,0.0585285,0.371067,0.127734,1196,390,2496,161.005,25.8545,15530.2,2795.18,16116.2,1.16529e+07,0,0,1.89246,46,15,96,2734.89,96.8875,
534,10164.7,1787.27,22557.7,8405.67,1513.28,21529.4,0.732059,0.0177619,0.250179,0.11403,0.427955,0.0666607,1794,338,1066,8.85356,59.9882,9285.18,1650.27,22043.6,1.16529e+07,0,0,1.3702,69,13,41,2055.86,83.2378,
535,14837.5,6418.26,39825.1,15897.6,5876.17,37146.7,0.130803,0.0342034,0.834994,0.0668873,0.330484,0.168996,1118,598,2756,152.917,23.967,15367.6,6147.22,38485.9,1.16529e+07,0,0,2.23651,43,23,106,2931.17,67.3895,
536,30250.8,4839.68,12821.8,31597.1,4950.42,9922.89,0.177206,0.0011991,0.821595,-0.0145769,0.381564,-0.0313875,1248,208,2600,184.703,24.9849,30923.9,4895.05,11372.3,1.16002e+07,0,0,1.21928,48,8,100,3198.15,79.3296,
537,14105.5,4571.33,27118,15051.7,4536.79,26584.1,0.75768,0.00100991,0.24131,0.0276621,0.427593,0.015611,1066,156,676,177.909,60.5783,14578.6,4554.06,26851.1,1.16002e+07,0,0,4.36508,41,6,26,1086.96,86.9975,
538,22209.2,3597.46,11768.2,23008.2,3600.87,10300.9,0.228709,4.14947e-06,0.771286,-0.000974179,0.420001,-0.00178898,806,208,1404,180.244,28.5705,22608.7,3599.17,11034.5,1.15826e+07,0,0,2.06418,31,8,54,1670.72,96.6158,
539,18475.8,1398.4,20454.1,20062.9,1420.9,18989.8,0.540126,0.000108475,0.459765,-0.00765443,0.498328,-0.00706209,1690,104,1560,180.812,47.3078,19269.3,1409.65,19722,1.1565e+07,0,0,1.23408,65,4,60,2159.55,86.0251,
540,7813.61,3774.5,30086.2,8439.78,3425.92,28338.7,0.10991,0.0340592,0.85603,0.0611838,0.306735,0.170751,676,416,1846,150.897,22.2986,8126.7,3600.21,29212.5,1.1565e+07,0,0,1.54666,26,16,71,1888.75,80.5704,
541,16562.9,3584.6,29415.6,16042.3,3483.53,29004.8,0.602223,0.0226997,0.375077,0.11692,0.475269,0.092272,650,182,572,10.9871,52.2342,16302.6,3534.06,29210.2,1.1565e+07,0,0,4.02002,25,7,22,670.88,90.417,
542,21186.5,6582.79,31687.9,23126.4,6599.52,30575.2,0.752396,5.59619e-05,0.247548,-0.00648888,0.431572,-0.003722,1768,104,1040,180.494,60.1625,22156.5,6591.16,31131.5,1.1565e+07,0,0,1.11374,68,4,40,2236.42,92.2665,
543,19308,3997.26,33468.9,17045.9,3580.52,32188,0.738236,0.0250556,0.236708,0.136003,0.418027,0.0770121,2340,468,1326,10.4384,60.8874,18176.9,3788.89,32828.5,1.1565e+07,0,0,1.49211,90,18,51,2632.8,75.3732,
544,13993.2,5604.68,39748.7,12957,5183.1,38091.9,0.268673,0.0444692,0.686858,0.109305,0.429581,0.174769,988,468,1586,22.1382,34.0275,13475.1,5393.89,38920.3,1.1565e+07,0,0,1.29063,38,18,61,1999.16,86.4169,
