Spacing,26
Voids


Label Id,X1,Y1,Z1,X2,Y2,Z2,a11,a22,a33,a12,a13,a23,DimX,DimY,DimZ,phi,theta,Xm,Ym,Zm,Volume,Roundness,FeretDiam,Flatness,VoxDimX,VoxDimY,VoxDimZ,MajorLength,MinorLength,
1357,28716.2,4369.96,29085.5,27205.4,4009.15,28309.9,0.757253,0.0431863,0.199561,0.18084,0.388739,0.0928348,1430,390,754,13.4312,63.4664,27960.8,4189.55,28697.7,6.55585e+06,0,0,2.30597,55,15,29,1736.23,59.7644,
1358,26120.3,4268.63,30182.3,25101.3,4062.94,29600.7,0.731822,0.0298153,0.238363,0.147714,0.417659,0.0843023,1066,286,624,11.4115,60.7761,25610.8,4165.79,29891.5,6.55585e+06,0,0,1.3952,41,11,24,1191.18,81.2484,
1359,29034.8,4221.1,11615.9,29789.7,4240.5,9473.46,0.110441,7.29784e-05,0.889486,-0.00283898,0.313426,-0.00805688,728,78,2028,181.473,19.4167,29412.2,4230.8,10544.7,6.53827e+06,0,0,1.26447,28,3,78,2271.63,68.3056,
1360,35745,6387.24,14101.5,36610.2,6522.04,13540.5,0.692231,0.0168028,0.290966,-0.107849,0.448794,-0.0699217,910,208,650,188.855,57.3563,36177.6,6454.64,13821,6.53827e+06,0,0,1.22613,35,8,25,1039.95,92.1606,
1361,30185.1,4099.11,18404.5,29220,3772.32,16849.5,0.269527,0.0308989,0.699574,0.0912584,0.434228,0.147024,962,338,1482,18.7054,33.2375,29702.6,3935.72,17627,6.53827e+06,0,0,2.26228,37,13,57,1859.08,61.3092,
1362,26068.8,3002,20234.5,24557.2,2680.12,19358.7,0.724093,0.0328311,0.243076,0.154184,0.419535,0.0893333,1456,338,884,12.0207,60.4603,25313,2841.06,19796.6,6.53827e+06,0,0,1.11131,56,13,34,1776.42,81.9011,
1363,34203.4,5950.32,10257.4,36444.6,6541.45,8875.64,0.689806,0.0479867,0.262207,-0.181938,0.42529,-0.112171,2054,546,1222,194.775,59.1988,35324,6245.89,9566.53,6.5207e+06,0,0,1.80196,79,21,47,2698.47,58.77,
1364,31449.9,4981.23,17496.7,31781.1,4991.84,16480.2,0.0959646,9.8521e-05,0.903937,-0.00307482,0.294527,-0.00943699,364,104,1040,181.835,18.0556,31615.5,4986.53,16988.4,6.5207e+06,0,0,1.36992,14,4,40,1069.13,86.1137,
1365,11982.1,1823.84,23132.5,10800.7,1624.84,22457.4,0.738055,0.0209428,0.241002,0.124326,0.421749,0.0710441,1222,260,676,9.56176,60.599,11391.4,1724.34,22794.9,6.5207e+06,0,0,1.87575,47,10,26,1375.16,68.8252,
1366,24792.9,3937.23,24921.7,23616.2,3512.5,22932.6,0.250736,0.0326699,0.716594,0.0905069,0.423882,0.153007,1118,442,1846,19.8478,32.1649,24204.5,3724.87,23927.1,6.5207e+06,0,0,1.15065,43,17,71,2349.85,66.7332,
1367,24870.6,2882.24,6890.66,25538.5,2909.85,4794.16,0.0921429,0.000157459,0.9077,-0.00380903,0.289203,-0.0119551,702,104,2184,182.367,17.6866,25204.5,2896.05,5842.41,6.50312e+06,0,0,1.59909,27,4,84,2200.51,62.7972,
1368,38809.1,4742.03,13358.9,36634.6,4201.97,11964.4,0.678918,0.0418791,0.279203,0.168619,0.43538,0.108133,1898,494,1196,13.948,58.1028,37721.9,4472,12661.6,6.50312e+06,0,0,1.18815,73,19,46,2638.99,72.6426,
1369,35777,3946.55,13541.6,36647.2,4075.51,12589.1,0.450427,0.00989188,0.539681,-0.0667501,0.493038,-0.0730648,962,182,1014,188.429,42.724,36212.1,4011.03,13065.4,6.50312e+06,0,0,1.25542,37,7,39,1296.6,83.053,
1370,19553.8,4898.2,23578.8,20675.1,4899.87,22982,0.779191,1.72412e-06,0.220807,-0.00115906,0.41479,-0.000617007,1170,104,676,180.085,61.9721,20114.4,4899.03,23280.4,6.50312e+06,0,0,1.85832,45,4,26,1270.22,76.9199,
1371,4715.17,2965.6,25138.2,5138.41,2664.6,23290.5,0.0486272,0.0245948,0.926778,0.0345829,0.212289,0.150977,416,338,1742,144.58,15.6997,4926.79,2815.1,24214.4,6.50312e+06,0,0,1.57068,16,13,67,1919.29,63.7296,
1372,24806.8,2255.97,14601.1,23032.5,1785.23,13600.1,0.720081,0.0506868,0.229232,0.191046,0.406283,0.107792,1742,468,988,14.8589,61.3941,23919.6,2020.6,14100.6,6.48554e+06,0,0,2.11113,67,18,38,2090.89,62.7461,
1373,21291.8,2820.04,18921.6,20681.2,2593.45,17931.8,0.265561,0.0365717,0.697868,0.0985495,0.430495,0.159757,650,364,1014,20.3599,33.3441,20986.5,2706.75,18426.7,6.48554e+06,0,0,2.64763,25,14,39,1184.86,77.7429,
1374,23778.8,3944.01,20425,24579.3,3858.38,18554.1,0.154464,0.00176756,0.843768,0.0165235,0.361015,0.0386188,780,156,1846,173.894,23.2823,24179,3901.2,19489.6,6.48554e+06,0,0,1.5325,30,6,71,2036.75,64.8797,
1375,25044.3,4100.28,22789.2,25618.4,3993.83,21134.5,0.107038,0.00368031,0.889282,0.0198478,0.308524,0.0572087,598,208,1638,169.495,19.4354,25331.3,4047.05,21961.9,6.48554e+06,0,0,1.2905,23,8,63,1754.69,78.9021,
1376,5690.61,2919.11,32202.7,5449.51,2903.91,32114.3,0.878482,0.00349213,0.118026,0.0553875,0.322,0.0203018,286,208,234,3.60767,69.9067,5570.06,2911.51,32158.5,6.48554e+06,0,0,1.34749,11,8,9,257.235,169.255,
1377,19397.3,5786.88,33782.8,19534.1,5738.09,33480.9,0.166608,0.021212,0.81218,0.0594483,0.367853,0.131255,260,208,312,160.363,25.6824,19465.7,5762.49,33631.9,6.48554e+06,0,0,1.29514,10,8,12,335.005,149.224,
1378,24779.5,4102.65,15291.7,25414.5,4110.24,14143.2,0.234117,3.33989e-05,0.76585,-0.00279629,0.423436,-0.00505752,676,104,1196,180.684,28.9398,25097,4106.45,14717.5,6.46797e+06,0,0,1.16304,26,4,46,1312.36,85.9302,
1379,21010.7,4024.24,20715.3,21446.1,3997.89,19753.8,0.170031,0.000622972,0.829346,0.010292,0.375519,0.0227301,494,130,1092,176.536,24.3999,21228.4,4011.07,20234.6,6.46797e+06,0,0,2.3032,19,5,42,1055.85,70.15,
1380,30558.7,3889.24,23419.1,28718.3,3479.08,22436.8,0.749318,0.0372192,0.213463,0.167,0.39994,0.0891343,1716,442,936,12.5641,62.4824,29638.5,3684.16,22928,6.46797e+06,0,0,1.25976,66,17,36,2126.03,69.1631,
1381,15494.6,3109.35,24895.6,14489.5,2788.13,23086.5,0.230318,0.0235231,0.746159,0.0736058,0.414553,0.132484,858,364,1586,17.723,30.2535,14992,2948.74,23991,6.46797e+06,0,0,1.73393,33,14,61,2094.34,89.7835,
1382,14077.9,4514.56,24630.4,16660.3,4468.72,23248.9,0.777328,0.000244944,0.222427,0.0137986,0.415811,0.00738119,2444,130,1326,178.983,61.8604,15369.1,4491.64,23939.6,6.46797e+06,0,0,1.60024,94,5,51,2929.1,58.9885,
1383,14543,3517.41,26048.5,14968.1,3358.74,24458.5,0.0660934,0.00920733,0.924699,0.0246687,0.247218,0.0922714,494,234,1716,159.532,15.9268,14755.6,3438.08,25253.5,6.46797e+06,0,0,2.86692,19,9,66,1653.53,65.5169,
1384,16059.7,6025.81,32370.2,17823.1,5963.01,31373.9,0.757345,0.000960516,0.241695,0.0269711,0.427839,0.0152365,1742,104,988,177.96,60.5526,16941.4,5994.41,31872,6.46797e+06,0,0,1.22434,67,4,38,2026.4,68.8241,
1385,18273.1,3523.63,13823.5,19275.8,3572.88,13243.3,0.747809,0.00180434,0.250387,-0.0367328,0.432714,-0.0212552,1040,234,598,182.812,59.9744,18774.5,3548.26,13533.4,6.45039e+06,0,0,3.08849,40,9,23,1159.53,68.8047,
1386,39908.2,5299.82,14297.3,37972.7,4853.08,13191.6,0.724838,0.0386151,0.236547,0.167301,0.414075,0.0955735,1924,494,1066,12.9969,60.8983,38940.4,5076.45,13744.4,6.45039e+06,0,0,1.66696,74,19,41,2273.42,64.9142,
1387,26202.6,2399.77,17005.5,27282.1,2452.52,15819.5,0.452598,0.00108093,0.546321,-0.0221185,0.497256,-0.0243009,1066,182,1118,182.798,42.3422,26742.4,2426.15,16412.5,6.45039e+06,0,0,1.72349,41,7,43,1604.58,78.9114,
1388,17162.8,3200.09,17868.5,18068.8,3086.81,15996,0.189136,0.00295665,0.807907,0.0236476,0.390902,0.0488743,884,182,1820,172.873,25.9944,17615.8,3143.45,16932.2,6.45039e+06,0,0,1.51282,34,7,70,2083.23,62.4872,
1389,11878.3,2016.85,18105.8,12299,1934.58,17080.7,0.143337,0.00548195,0.851181,0.0280315,0.349293,0.0683091,442,130,1014,168.935,22.6916,12088.7,1975.72,17593.3,6.45039e+06,0,0,1.13166,17,5,39,1111.1,90.8201,
1390,20018.9,1971.58,19666.8,18900.1,1765.48,18995.4,0.717355,0.0243442,0.258301,0.132149,0.430457,0.0792978,1144,234,702,10.4379,59.4538,19459.5,1868.53,19331.1,6.45039e+06,0,0,1.42689,44,9,27,1320.92,77.4374,
1391,1034.73,4327.19,28219.9,1644.61,4084.91,27113.7,0.224843,0.0354839,0.739673,0.0893213,0.407812,0.162008,624,286,962,158.334,30.6786,1339.67,4206.05,27666.8,6.45039e+06,0,0,1.47637,24,11,37,1286.19,87.2544,
1392,7289.97,2249.17,29123.3,7570.98,2216.87,28911.9,0.63328,0.00836658,0.358354,0.07279,0.47638,0.0547558,364,182,338,173.443,53.2284,7430.47,2233.02,29017.6,6.45039e+06,0,0,1.79039,14,7,13,353.125,137.662,
1393,18732.4,4318.52,32813.1,17401.8,4060.28,32051.6,0.732497,0.0275922,0.239911,0.142166,0.419206,0.0813613,1352,312,754,10.9836,60.6721,18067.1,4189.4,32432.3,6.45039e+06,0,0,1.21235,52,12,29,1554.69,76.1708,
1394,26224.2,3793.07,3467.59,27158.9,3940.3,1557.94,0.192366,0.00477203,0.802862,-0.0302981,0.392993,-0.0618973,858,182,1742,188.951,26.3595,26691.6,3866.68,2512.77,6.43282e+06,0,0,1.33593,33,7,67,2131.24,82.1227,
1395,23966,2232.82,4792.47,23050.4,1990.12,3468.57,0.316322,0.0222301,0.661448,0.0838563,0.457417,0.12126,936,286,1352,14.8475,35.5809,23508.2,2111.47,4130.52,6.43282e+06,0,0,2.29592,36,11,52,1627.83,73.2126,
1396,33965.9,4278.92,8325.1,32599.2,3895.88,6177.78,0.281929,0.0221448,0.695927,0.0790143,0.442947,0.124142,1248,390,1950,15.6562,33.4651,33282.6,4087.4,7251.44,6.43282e+06,0,0,1.0325,48,15,75,2574.03,66.6751,
1397,20387.9,1642.36,15887.8,18994.5,1354.6,15069.3,0.720592,0.0307336,0.248674,0.148817,0.423312,0.0874223,1326,338,780,11.6687,60.0878,19691.2,1498.48,15478.5,6.43282e+06,0,0,1.54425,51,13,30,1641.45,67.4395,
1398,31008.4,6128.51,22092.2,32455.1,6316.25,21182.6,0.708177,0.0119261,0.279897,-0.0919009,0.445215,-0.057776,1508,260,936,187.394,58.0585,31731.7,6222.38,21637.4,6.43282e+06,0,0,1.69306,58,10,36,1719.17,72.1658,
1399,23920.4,3948.66,25061.6,22869.8,3627.29,23301.4,0.256379,0.023987,0.719634,0.0784205,0.429534,0.131384,1040,364,1716,17.0077,31.9714,23395.1,3787.97,24181.5,6.43282e+06,0,0,1.3718,40,14,66,2074.99,66.4849,
1400,14856.9,2178.75,24663.9,12968.5,1848.55,23574.4,0.733444,0.0224231,0.244133,0.128242,0.423152,0.0739879,1846,364,1066,9.91788,60.3897,13912.7,2013.65,24119.1,6.43282e+06,0,0,1.28209,71,14,41,2205.1,64.3563,
1401,25718.1,4478.48,31898.3,24615.9,4284.94,31266.2,0.735497,0.0226762,0.241827,0.129144,0.421738,0.0740521,1092,260,624,9.95892,60.5437,25167,4381.71,31582.3,6.43282e+06,0,0,1.76882,42,10,24,1285.23,73.7584,
1402,8776.99,5636.54,33068.2,10281.6,5387.17,32050.7,0.673475,0.0185003,0.308024,0.111622,0.455463,0.0754888,1586,260,1040,170.589,56.2893,9529.28,5511.86,32559.5,6.43282e+06,0,0,1.48679,61,10,40,1833.4,74.3348,
1403,26102.4,3625.31,7393.04,26813.4,3681.04,5881.5,0.180948,0.00111185,0.81794,-0.014184,0.384714,-0.0301567,806,156,1664,184.482,25.2573,26457.9,3653.18,6637.27,6.41524e+06,0,0,2.29066,31,6,64,1671.32,63.2931,
1404,31475.9,5308.26,12944.7,31786.6,5372.11,12370,0.224103,0.00945978,0.766438,-0.046043,0.41444,-0.0851489,364,156,650,191.61,28.9,31631.2,5340.19,12657.4,6.41524e+06,0,0,1.13012,14,6,25,656.411,128.261,
1405,36132.4,4270.73,13698.3,34446.2,3833.3,12693.4,0.703004,0.0473109,0.249685,0.182373,0.418962,0.108687,1716,468,1014,14.543,60.0209,35289.3,4052.01,13195.8,6.41524e+06,0,0,1.94002,66,18,39,2011.07,58.6684,
1406,23912.2,2641.22,15131.4,22787.8,2315.31,13339.2,0.275901,0.023179,0.70092,0.0799694,0.439755,0.127462,1066,390,1664,16.1641,33.1534,23350,2478.26,14235.3,6.41524e+06,0,0,1.46563,41,15,64,2140.67,66.5982,
1407,31696.5,6000.13,19262.9,33608.5,6296.8,18249.2,0.766212,0.0184461,0.215342,-0.118885,0.406199,-0.0630256,1924,338,1014,188.82,62.3513,32652.5,6148.47,18756,6.41524e+06,0,0,1.52622,74,13,39,2184.35,63.3246,
1408,10685.1,2184.61,20840,11053.5,2026.39,19823.4,0.113668,0.0209614,0.865371,0.0488123,0.313632,0.134682,390,208,1040,156.76,21.5257,10869.3,2105.5,20331.7,6.41524e+06,0,0,1.29677,15,8,40,1092.86,93.7605,
1409,23386.4,5329.69,33004.9,22260.9,4828.26,30945.8,0.219976,0.043668,0.736356,0.0980098,0.402468,0.179319,1092,520,2002,24.0152,30.8948,22823.7,5078.98,31975.4,6.41524e+06,0,0,1.4096,42,20,77,2399.52,66.9125,
1410,19283.3,5076.06,32902.1,19844.2,4888.99,31545.5,0.143652,0.015978,0.84037,0.0479089,0.347449,0.115877,572,260,1352,161.556,23.5492,19563.8,4982.53,32223.8,6.41524e+06,0,0,1.28243,22,10,52,1479.88,84.1516,
1411,30979.7,3094.79,9353.04,28989,2655.07,8068.39,0.682467,0.0333005,0.284233,0.150753,0.440431,0.0972887,1950,442,1274,12.4563,57.7825,29984.4,2874.93,8710.71,6.39766e+06,0,0,1.51437,75,17,49,2409.61,68.3824,
1412,30809.8,3508.62,14135,29919.6,3307.53,13657.9,0.74723,0.0381315,0.214639,0.168799,0.40048,0.0904682,858,260,468,12.7294,62.4003,30364.7,3408.07,13896.4,6.39766e+06,0,0,1.20667,33,10,18,1029.8,93.2706,
1413,36138.9,4687.23,17251.5,34311.7,4269.06,16263.7,0.743681,0.0389523,0.217367,0.1702,0.402059,0.092016,1664,442,910,12.8908,62.2104,35225.3,4478.14,16757.6,6.39766e+06,0,0,1.17047,64,17,35,2118.8,82.086,
1414,14803.7,3490.88,18740.8,16346.6,3583.69,17871.1,0.756801,0.00273794,0.240461,-0.0455201,0.426592,-0.0256587,1534,182,884,183.442,60.6352,15575.1,3537.29,18305.9,6.39766e+06,0,0,1.96127,59,7,34,1773.65,69.4914,
1415,37713.5,5089.03,19170.2,35882.3,4677.26,18074.5,0.709912,0.0358956,0.254192,0.159633,0.424799,0.0955216,1716,442,1014,12.6729,59.7234,36797.9,4883.14,18622.4,6.39766e+06,0,0,1.37937,66,17,39,2173.38,66.6182,
1416,18126.3,3000.12,19581.3,18574.6,2860.16,18286,0.105861,0.0103185,0.883821,0.0330503,0.305879,0.0954969,572,234,1404,162.661,19.9287,18350.4,2930.14,18933.6,6.39766e+06,0,0,2.78969,22,9,54,1377.87,86.8519,
1417,27665.7,2655.36,18612.6,27827.8,2660.06,18458,0.52372,0.000440166,0.47584,-0.015183,0.499206,-0.0144723,234,234,234,181.661,46.3848,27746.8,2657.71,18535.3,6.39766e+06,0,0,1.03521,9,9,9,224.022,200.02,
1418,8651.25,3265.54,22341.6,9170.61,3101.03,21265,0.185269,0.018589,0.796142,0.0586853,0.384058,0.121653,572,234,1170,162.424,26.8404,8910.93,3183.29,21803.3,6.39766e+06,0,0,1.87782,22,9,45,1206.6,74.2083,
1419,23008.2,3587.6,23472,22206.4,3318.12,22186.2,0.271436,0.0306557,0.697908,0.0912199,0.435244,0.14627,806,286,1222,18.5756,33.3416,22607.3,3452.86,22829.1,6.39766e+06,0,0,1.22841,31,11,47,1539.09,83.465,
1420,23071.7,3908.47,31315.5,21350.6,3597.38,30320.3,0.731516,0.0239001,0.244584,0.132224,0.422986,0.0764564,1690,338,1014,10.2458,60.3596,22211.1,3752.93,30817.9,6.39766e+06,0,0,1.82189,65,13,39,2012.28,61.0573,
1421,3905.14,3416.25,31727.4,3654,3385.32,31519.8,0.588741,0.00893531,0.402323,0.0725299,0.486687,0.0599573,312,234,286,7.02316,50.6327,3779.57,3400.79,31623.6,6.39766e+06,0,0,1.40676,12,9,11,327.297,147.399,
1422,26497.8,3918.48,3636.67,27499.7,4086.08,2979.08,0.685523,0.0191812,0.295296,-0.11467,0.449925,-0.0752604,1040,208,806,189.496,57.0838,26998.7,4002.28,3307.87,6.38009e+06,0,0,3.4835,40,8,31,1210.13,67.694,
1423,30594.4,3681.59,9251.13,29137.6,3300.45,6872.31,0.267763,0.0183276,0.71391,0.0700531,0.437217,0.114386,1378,416,2210,14.6613,32.3354,29866,3491.02,8061.72,6.38009e+06,0,0,1.79154,53,16,85,2815.4,57.907,
1424,39985.7,5199.5,16436.6,39057,4965.14,15879.1,0.702205,0.0447264,0.253068,0.17722,0.421552,0.10639,962,312,598,14.1643,59.7974,39521.4,5082.32,16157.9,6.38009e+06,0,0,1.06598,37,12,23,1108.19,96.1554,
1425,23350,3268.23,19292,22398.7,2968.19,17762.5,0.271391,0.0269993,0.70161,0.0855999,0.43636,0.137633,936,390,1456,17.5059,33.1102,22874.3,3118.21,18527.3,6.38009e+06,0,0,2.34661,36,15,56,1826.01,59.2403,
1426,9919.06,1194.92,21639.1,8461.15,962.292,20807.3,0.740212,0.0188459,0.240942,0.11811,0.422313,0.0673852,1482,260,832,9.06583,60.603,9190.1,1078.61,21223.2,6.38009e+06,0,0,1.34748,57,10,32,1694.55,70.3553,
1427,18191.7,2920.96,22820.9,17626.7,2682.01,21922.3,0.269712,0.0482343,0.682054,0.114059,0.428903,0.181379,702,312,962,22.923,34.3237,17909.2,2801.48,22371.6,6.38009e+06,0,0,3.10327,27,12,37,1088,71.0811,
1428,8582.85,3756.34,23245,10623.2,3741.68,22153.1,0.777345,4.01318e-05,0.222615,0.00558536,0.415991,0.00298897,2002,104,1066,179.588,61.8474,9603.02,3749.01,22699.1,6.38009e+06,0,0,1.69235,77,4,41,2314.18,58.0102,
1429,25312.6,4333.65,24435.8,25890.4,4168.99,22393,0.0736275,0.00597954,0.920393,0.0209823,0.260319,0.0741858,572,208,1846,164.094,16.3884,25601.5,4251.32,23414.4,6.38009e+06,0,0,1.72423,22,8,71,2129.36,64.7092,
1430,22748.2,3062.16,25217.8,21319.7,2786.05,24472.9,0.763765,0.0285355,0.2077,0.147629,0.398289,0.0769859,1430,312,728,10.9399,62.8874,22034,2924.1,24845.3,6.38009e+06,0,0,1.1007,55,12,28,1634.57,83.6851,
1431,22982,4119.1,29630.3,21959.6,3895.49,29082.7,0.749219,0.0358394,0.214942,0.163864,0.401296,0.087769,988,260,572,12.3371,62.3792,22470.8,4007.29,29356.5,6.38009e+06,0,0,2.09856,38,10,22,1181.17,71.5418,
1432,18530.2,4264.22,33662.3,16132.5,3827.73,32296.2,0.736516,0.024408,0.239077,0.134078,0.419623,0.0763896,2288,442,1300,10.3173,60.7281,17331.3,4045.97,32979.2,6.38009e+06,0,0,1.16544,88,17,50,2793.9,63.3573,
1433,20168.1,3879.9,15000.2,21630.7,4032.86,14120.8,0.728636,0.00796841,0.263396,-0.0761976,0.438086,-0.0458132,1430,208,884,185.97,59.1214,20899.4,3956.38,14560.5,6.36251e+06,0,0,1.28224,55,8,34,1713.46,73.1235,
1434,23549.8,4187.35,21337.9,24135.9,4103.92,19684.8,0.11142,0.00225784,0.886322,0.0158609,0.314251,0.0447345,650,130,1716,171.898,19.704,23842.9,4145.64,20511.3,6.36251e+06,0,0,1.32178,25,5,66,1755.92,71.0464,
1435,20089.9,3924.16,25682.7,19236.9,3595.44,24222.7,0.245194,0.0364142,0.718392,0.0944909,0.419697,0.161739,858,364,1456,21.0753,32.0506,19663.4,3759.8,24952.7,6.36251e+06,0,0,1.34462,33,14,56,1722.6,75.5644,
1436,8406.38,2710.63,27311.9,7557.62,2439.81,25892.2,0.256438,0.0261081,0.717454,0.0818237,0.428932,0.136863,858,312,1430,17.6967,32.1103,7982,2575.22,26602,6.36251e+06,0,0,1.20169,33,12,55,1676.07,75.356,
1437,6855.26,2851.18,28269.6,6049.65,2572.33,26980,0.271551,0.0325336,0.695916,0.0939921,0.434714,0.150468,806,312,1300,19.0923,33.4657,6452.45,2711.76,27624.8,6.36251e+06,0,0,1.0858,31,12,50,1545.97,78.9432,
1438,18563.7,5372.54,29055.3,19898.4,5367.33,28146.7,0.683333,1.03852e-05,0.316657,0.00266393,0.465169,0.00181343,1326,130,936,179.777,55.7557,19231,5369.93,28601,6.36251e+06,0,0,2.07738,51,5,36,1614.58,78.4631,
1439,22793.4,3864.52,29614.5,21132.1,3525.37,28641.5,0.722184,0.0300971,0.247719,0.14743,0.422964,0.086346,1638,390,962,11.5381,60.1511,21962.7,3694.94,29128,6.36251e+06,0,0,1.53469,63,15,37,1954.92,63.7766,
1440,29448.9,4556.28,17437.4,30016.3,4521.4,15919.9,0.122603,0.000463388,0.876934,0.00753742,0.327894,0.0201584,572,130,1534,176.482,20.5367,29732.6,4538.84,16678.7,6.34494e+06,0,0,1.70103,22,5,59,1620.44,65.551,
1441,11846,3501.9,20246.8,13482.3,3540.86,19322.9,0.757938,0.00042953,0.241632,-0.0180432,0.427951,-0.0101877,1482,104,858,181.364,60.5568,12664.2,3521.38,19784.8,6.34494e+06,0,0,1.70736,57,4,33,1879.45,63.8451,
1442,20843.9,5345.54,36299.6,19563.4,4844.88,34149.2,0.251691,0.0384751,0.709834,0.0984066,0.422681,0.16526,1222,494,2002,21.3546,32.5932,20203.7,5095.21,35224.4,6.34494e+06,0,0,1.44887,47,19,77,2552.4,58.291,
1443,25190.6,4684.6,21366.3,25927.4,4679.45,19870.8,0.195347,9.52681e-06,0.804643,0.0013642,0.396466,0.0027687,728,104,1456,179.6,26.2311,25559,4682.02,20618.6,6.32736e+06,0,0,1.55884,28,4,56,1667.16,66.2831,
1444,15681.8,3606.13,23540.4,16355.2,3449.84,22171.8,0.192902,0.0103906,0.796707,0.0447702,0.392029,0.090985,702,208,1326,166.934,26.8002,16018.5,3527.98,22856.1,6.32736e+06,0,0,2.00252,27,8,51,1533.21,83.2829,
1445,23429,3538.96,24349,22914.6,3341.36,23290.1,0.185713,0.0274042,0.786882,0.0713395,0.382275,0.146846,624,286,1170,21.0137,27.4934,23171.8,3440.16,23819.5,6.32736e+06,0,0,1.93639,24,11,45,1193.66,86.2144,
1446,14786.9,4708.96,31636.7,15270.7,4531.44,30516.2,0.153897,0.0207174,0.825385,0.0564655,0.356405,0.130766,546,208,1118,159.852,24.7001,15028.8,4620.2,31076.4,6.32736e+06,0,0,1.81386,21,8,43,1233.35,83.9311,
1447,30656.5,5749.38,18558.9,32259.4,5932.23,17575,0.719514,0.00936345,0.271123,-0.08208,0.441675,-0.050385,1508,208,962,186.508,58.6211,31458,5840.8,18067,6.30978e+06,0,0,1.31678,58,8,37,1889.61,76.8592,
1448,8729.37,1661.5,23146.4,7288.22,1439.82,22321.5,0.740019,0.0175103,0.24247,0.113833,0.423595,0.0651593,1378,286,806,8.74495,60.5007,8008.8,1550.66,22733.9,6.30978e+06,0,0,1.66085,53,11,31,1675.28,71.8415,
1449,6625.79,2151.27,26243,4899.38,1878.08,25145.2,0.699622,0.0175188,0.28286,0.110709,0.444854,0.0703944,1768,312,1144,8.99202,57.8698,5762.58,2014.67,25694.1,6.30978e+06,0,0,1.21644,68,12,44,2064.01,68.8607,
1450,20848.5,2901.2,26014.3,19890.2,2704.95,25462.6,0.728131,0.0305403,0.241328,0.149122,0.419188,0.0858501,910,234,572,11.5742,60.5771,20369.4,2803.08,25738.4,6.30978e+06,0,0,1.25435,35,9,22,1123.02,92.3462,
1451,28691.3,3132.99,11049.9,28163.1,3004.17,10317.8,0.335494,0.0199588,0.644548,0.0818294,0.465018,0.113421,728,234,884,13.7072,36.5981,28427.2,3068.58,10683.8,6.29221e+06,0,0,4.18839,28,9,34,911.842,88.2863,
1452,24978.3,1976.72,12287.7,23917.6,1724.28,11745.8,0.758915,0.0429851,0.1981,0.180616,0.387739,0.0922787,1144,364,572,13.3869,63.5713,24448,1850.5,12016.7,6.29221e+06,0,0,1.75459,44,14,22,1217.58,87.7285,
1453,14771.4,1312.67,14708,13947.6,1066.83,13363.7,0.266541,0.0237373,0.709722,0.0795423,0.434937,0.129796,780,286,1248,16.6164,32.6003,14359.5,1189.75,14035.9,6.29221e+06,0,0,1.10052,30,11,48,1595.66,78.6117,
1454,19135.9,3533.41,15509.5,20125.7,3594.36,14932.8,0.744451,0.00282278,0.252726,-0.0458413,0.433754,-0.0267093,1092,130,650,183.524,59.82,19630.8,3563.89,15221.2,6.29221e+06,0,0,2.79047,42,5,25,1147.22,73.0638,
1455,19392.4,4216.58,20897.5,19974.3,4190.28,19792.2,0.216904,0.000443038,0.782653,0.00980288,0.41202,0.0186211,572,156,1066,177.412,27.7882,19683.4,4203.43,20344.9,6.29221e+06,0,0,1.1178,22,6,41,1249.43,101.097,
1456,22754.7,4198.06,24653.2,23303.9,4055.99,23133.8,0.114655,0.00767345,0.877672,0.0296614,0.317221,0.0820657,546,260,1508,165.495,20.4723,23029.3,4127.03,23893.5,6.29221e+06,0,0,2.4356,21,10,58,1621.87,61.0825,
1457,26515.9,4031.57,28763.6,24915.6,3713.52,27965,0.776067,0.0306531,0.19328,0.154236,0.387296,0.0769716,1482,338,780,11.2406,63.9193,25715.7,3872.55,28364.3,6.29221e+06,0,0,1.26312,57,13,30,1816.58,71.5424,
1458,15227.2,5468.74,39662.4,13776.3,5232.36,38838.4,0.741204,0.0196746,0.239122,0.12076,0.420996,0.0685903,1352,260,806,9.25354,60.7251,14501.8,5350.55,39250.4,6.29221e+06,0,0,1.64331,52,10,31,1685.2,74.415,
1459,25947.7,2299.58,7622.97,24138.8,1890.71,6548.99,0.712475,0.0363979,0.251127,0.161036,0.422992,0.095606,1690,442,1014,12.7362,59.9255,25043.2,2095.15,7085.98,6.27463e+06,0,0,1.41431,65,17,39,2143.13,67.1627,
1460,27148.7,3765.18,15572.3,27549.6,3752.68,14637.2,0.155238,0.000151005,0.844611,0.00484167,0.3621,0.0112934,390,130,884,178.214,23.2158,27349.2,3758.93,15104.8,6.27463e+06,0,0,1.42991,15,5,34,1017.46,84.3481,
1461,11790.9,1856.01,16368.7,12365,1799.43,15004.3,0.150202,0.00145896,0.848339,0.0148033,0.356962,0.0351809,598,156,1404,174.371,22.9194,12077.9,1827.72,15686.5,6.27463e+06,0,0,1.96325,23,6,54,1481.3,64.165,
1462,18451.1,3970.31,22800.7,19774.3,3767.78,20113,0.194218,0.00454967,0.801232,0.0297259,0.394479,0.0603766,1222,208,2418,171.298,26.4767,19112.7,3869.05,21456.8,6.27463e+06,0,0,1.68758,47,8,93,3002.66,55.7736,
