Volume;Sphericity;Surface Area;Phi ;Theta;Target;Target_Names
0.01;0.52;0.28;12.79;65.24;1;Middle
0.01;0.43;0.34;15.63;62.98;1;Middle
0.04;0.57;0.92;14.15;63.36;1;Middle
0.01;0.60;0.27;21.63;39.11;1;Middle
0.04;0.56;0.92;183.90;56.34;1;Middle
0.01;0.27;0.91;16.07;62.88;1;Middle
0.01;0.36;0.44;165.74;46.17;1;Middle
0.01;0.52;0.30;16.04;61.82;1;Middle
0.01;0.54;0.48;15.56;62.67;1;Middle
0.04;0.63;0.95;20.17;36.21;1;Middle
0.01;0.52;0.32;7.92;60.30;1;Middle
0.01;0.47;0.38;15.93;61.15;1;Middle
0.02;0.52;0.59;182.55;43.36;1;Middle
0.01;0.49;0.38;14.67;64.18;1;Middle
0.02;0.27;1.24;176.99;42.29;1;Middle
0.01;0.54;0.27;110.26;16.09;1;Middle
0.03;0.52;0.89;179.37;57.02;1;Middle
0.03;0.51;0.82;177.07;42.06;1;Middle
0.01;0.31;0.45;178.35;57.81;1;Middle
0.01;0.32;0.52;184.64;56.14;1;Middle
0.06;0.57;1.32;182.85;44.85;1;Middle
0.01;0.43;0.38;180.05;41.97;1;Middle
0.01;0.33;0.57;35.62;21.51;1;Middle
0.01;0.61;0.26;166.55;40.49;1;Middle
0.08;0.62;1.46;177.20;43.56;1;Middle
0.01;0.54;0.26;15.78;62.60;1;Middle
0.01;0.59;0.35;181.88;43.18;1;Middle
0.01;0.53;0.43;178.64;54.42;1;Middle
0.01;0.54;0.38;175.94;20.34;1;Middle
0.04;0.53;1.14;180.08;57.58;1;Middle
0.02;0.53;0.61;12.97;59.08;1;Middle
0.01;0.35;0.46;175.59;57.96;1;Middle
0.03;0.51;0.81;174.44;44.36;1;Middle
0.01;0.55;0.51;165.56;55.90;1;Middle
0.01;0.45;0.33;169.83;42.50;1;Middle
0.01;0.56;0.34;17.12;65.17;1;Middle
0.01;0.54;0.46;159.36;27.65;1;Middle
0.01;0.51;0.40;188.49;53.70;1;Middle
0.01;0.43;0.39;180.28;43.30;1;Middle
0.02;0.54;0.68;14.47;64.65;1;Middle
0.02;0.53;0.75;20.44;53.71;1;Middle
0.01;0.56;0.45;25.80;36.87;1;Middle
0.01;0.34;0.43;16.26;65.14;1;Middle
0.02;0.56;0.57;187.60;55.91;1;Middle
0.01;0.29;0.85;180.36;45.76;1;Middle
0.03;0.63;0.73;159.12;30.69;1;Middle
0.02;0.62;0.54;169.90;25.07;1;Middle
0.01;0.46;0.32;196.50;81.18;1;Middle
0.06;0.50;1.56;15.00;63.01;1;Middle
0.03;0.52;0.84;65.91;55.18;1;Middle
0.03;0.58;0.71;177.86;57.42;1;Middle
0.02;0.31;1.14;171.56;30.91;1;Middle
0.01;0.50;0.47;191.26;24.73;1;Middle
0.01;0.51;0.44;21.49;35.50;1;Middle
0.01;0.49;0.36;184.97;28.84;1;Middle
0.01;0.54;0.43;19.08;40.91;1;Middle
0.01;0.35;0.52;183.07;64.10;1;Middle
0.02;0.26;1.54;14.15;64.27;1;Middle
0.01;0.47;0.35;13.13;63.81;1;Middle
0.01;0.31;0.66;13.87;64.45;1;Middle
0.01;0.29;0.79;178.21;43.31;1;Middle
0.01;0.31;0.50;21.47;36.27;1;Middle
0.06;0.52;1.40;15.57;62.68;1;Middle
0.02;0.60;0.54;16.68;64.43;1;Middle
0.02;0.26;1.38;17.14;60.33;1;Middle
0.01;0.30;0.71;188.97;56.39;1;Middle
0.02;0.53;0.64;180.94;43.98;1;Middle
0.03;0.56;0.75;9.06;64.11;1;Middle
0.01;0.34;0.69;179.76;43.88;1;Middle
0.01;0.54;0.37;184.40;43.74;1;Middle
0.01;0.31;0.58;181.46;43.42;1;Middle
0.01;0.35;0.46;18.44;36.51;1;Middle
0.01;0.32;0.47;163.48;27.12;1;Middle
0.01;0.57;0.26;177.11;42.41;1;Middle
0.01;0.33;0.44;13.44;64.69;1;Middle
0.01;0.27;1.00;29.20;36.58;1;Middle
0.01;0.32;0.60;179.14;44.17;1;Middle
0.05;0.25;2.65;15.48;62.84;1;Middle
0.01;0.29;0.72;21.12;35.82;1;Middle
0.01;0.42;0.34;19.84;45.33;1;Middle
0.02;0.51;0.67;25.08;38.85;1;Middle
0.01;0.39;0.56;31.95;22.56;1;Middle
0.01;0.35;0.46;30.71;35.12;1;Middle
0.06;0.47;1.66;15.17;61.00;1;Middle
0.01;0.34;0.68;20.90;39.09;1;Middle
0.02;0.26;1.17;186.56;56.69;1;Middle
0.09;0.48;2.07;14.82;63.27;1;Middle
0.01;0.45;0.42;178.66;58.11;1;Middle
0.01;0.34;0.42;178.71;42.87;1;Middle
0.01;0.37;0.51;17.33;60.13;1;Middle
0.01;0.40;0.72;176.81;57.40;1;Middle
0.01;0.31;0.54;15.17;63.44;1;Middle
0.01;0.39;0.39;14.25;64.76;1;Middle
0.01;0.33;0.45;62.72;21.99;1;Middle
0.02;0.25;1.21;170.59;46.77;1;Middle
0.01;0.33;0.46;181.96;23.35;1;Middle
0.01;0.33;0.46;14.17;62.76;1;Middle
0.02;0.30;1.38;180.04;41.96;1;Middle
0.05;0.48;1.42;174.30;36.88;1;Middle
0.02;0.28;1.31;180.38;35.10;1;Middle
0.01;0.29;0.58;191.02;84.94;1;Middle
0.01;0.35;0.42;16.73;37.65;1;Middle
0.01;0.47;0.46;21.92;36.40;1;Middle
0.01;0.51;0.37;175.52;41.70;1;Middle
0.01;0.27;0.87;22.12;35.78;1;Middle
0.02;0.25;1.56;18.19;35.83;1;Middle
0.01;0.33;0.51;174.24;9.82;1;Middle
0.01;0.59;0.29;20.77;20.73;1;Middle
0.01;0.33;0.43;26.40;37.80;1;Middle
0.01;0.34;0.45;25.83;37.23;1;Middle
0.01;0.36;0.50;15.09;62.34;1;Middle
0.01;0.32;0.56;162.45;27.21;1;Middle
0.01;0.34;0.64;175.27;45.58;1;Middle
0.01;0.31;0.52;7.10;25.30;1;Middle
0.01;0.34;0.58;179.39;56.86;1;Middle
0.01;0.29;0.59;16.31;34.66;1;Middle
0.01;0.30;0.49;173.76;57.61;1;Middle
0.01;0.31;0.47;335.05;48.97;1;Middle
0.01;0.53;0.55;156.72;11.88;1;Middle
0.01;0.31;0.52;172.92;45.11;1;Middle
0.01;0.26;0.99;180.52;40.98;1;Middle
0.02;0.25;1.19;179.35;23.42;1;Middle
0.01;0.51;0.29;181.61;42.64;1;Middle
0.01;0.34;0.49;83.29;8.52;1;Middle
0.01;0.63;0.23;16.92;63.10;1;Middle
0.01;0.34;0.46;175.39;59.06;1;Middle
0.01;0.35;0.42;175.62;44.66;1;Middle
0.01;0.32;0.51;24.75;37.18;1;Middle
0.01;0.33;0.83;16.07;64.11;1;Middle
0.01;0.37;0.47;16.17;63.31;1;Middle
0.03;0.25;1.80;176.92;37.81;1;Middle
0.01;0.32;0.79;14.97;62.82;1;Middle
0.01;0.36;0.56;19.82;33.53;1;Middle
0.01;0.47;0.35;183.99;40.12;1;Middle
0.01;0.33;0.45;19.76;36.36;1;Middle
0.03;0.28;1.53;14.16;63.37;1;Middle
0.01;0.30;0.53;26.08;36.04;1;Middle
0.01;0.47;0.45;177.97;20.60;1;Middle
0.01;0.32;0.48;175.20;43.20;1;Middle
0.01;0.35;0.47;14.92;63.70;1;Middle
0.01;0.33;0.53;193.37;30.50;1;Middle
0.01;0.46;0.53;179.51;53.23;1;Middle
0.01;0.30;0.95;181.26;42.49;1;Middle
0.04;0.52;1.09;22.11;42.44;1;Middle
0.01;0.67;0.29;177.87;43.62;1;Middle
0.01;0.33;0.51;179.90;56.30;1;Middle
0.01;0.32;0.51;65.28;21.29;1;Middle
0.01;0.40;0.50;20.16;36.45;1;Middle
0.01;0.50;0.34;18.97;65.96;1;Middle
0.01;0.32;0.44;13.48;63.64;1;Middle
0.01;0.40;0.40;15.03;65.68;1;Middle
0.01;0.28;0.78;16.42;63.76;1;Middle
0.01;0.35;0.48;178.30;42.32;1;Middle
0.01;0.60;0.40;14.83;61.88;1;Middle
0.01;0.28;0.58;179.77;42.77;1;Middle
0.01;0.31;0.47;18.80;63.74;1;Middle
0.01;0.36;0.53;16.00;62.75;1;Middle
0.01;0.34;0.53;22.19;35.29;1;Middle
0.01;0.51;0.39;27.93;36.50;1;Middle
0.01;0.38;0.75;25.24;37.51;1;Middle
0.01;0.39;0.40;22.81;43.17;1;Middle
0.01;0.46;0.31;20.80;35.86;1;Middle
0.13;0.51;2.40;18.02;40.29;1;Middle
0.01;0.40;0.46;180.02;42.51;1;Middle
0.01;0.42;0.37;180.87;42.94;1;Middle
0.01;0.33;0.49;175.01;42.89;1;Middle
0.01;0.44;0.58;25.42;36.85;1;Middle
0.01;0.29;0.68;27.91;37.37;1;Middle
0.01;0.30;0.53;12.74;57.07;1;Middle
0.01;0.45;0.35;13.35;66.27;1;Middle
0.01;0.33;0.47;24.39;37.51;1;Middle
0.03;0.30;1.48;162.26;25.55;1;Middle
0.01;0.32;0.66;166.35;44.08;1;Middle
0.01;0.33;0.47;25.95;35.82;1;Middle
0.01;0.30;0.79;184.88;54.43;1;Middle
0.01;0.36;0.41;25.00;36.38;1;Middle
0.01;0.25;1.15;181.61;42.02;1;Middle
0.01;0.27;0.90;166.19;21.83;1;Middle
0.01;0.62;0.25;179.51;43.51;1;Middle
0.01;0.34;0.42;176.93;39.95;1;Middle
0.01;0.30;0.49;18.08;64.95;1;Middle
0.27;0.49;4.10;133.23;22.99;1;Middle
0.01;0.28;0.97;186.28;41.33;1;Middle
0.01;0.54;0.54;20.44;35.78;1;Middle
0.02;0.32;1.01;176.11;36.82;1;Middle
0.01;0.44;0.42;174.54;42.76;1;Middle
0.01;0.29;0.55;14.38;64.23;1;Middle
0.06;0.25;2.93;15.13;63.56;1;Middle
0.01;0.36;0.74;17.88;9.84;1;Middle
0.02;0.28;1.36;176.08;24.37;1;Middle
0.01;0.31;0.79;25.97;35.52;1;Middle
0.04;0.63;0.87;21.51;35.92;1;Middle
0.08;0.21;4.25;180.52;43.13;1;Middle
0.01;0.35;0.59;175.66;43.24;1;Middle
0.01;0.36;0.40;173.95;27.46;1;Middle
0.01;0.49;0.37;153.56;13.50;1;Middle
0.02;0.26;1.30;175.63;42.43;1;Middle
0.01;0.32;0.48;16.03;64.47;1;Middle
0.01;0.38;0.47;15.57;62.16;1;Middle
0.01;0.32;0.69;162.71;57.19;1;Middle
0.04;0.23;2.43;168.62;24.44;1;Middle
0.01;0.28;0.89;18.99;36.93;1;Middle
0.01;0.31;0.48;186.38;57.26;1;Middle
0.01;0.34;0.51;15.28;58.28;1;Middle
0.02;0.28;1.17;18.20;64.33;1;Middle
0.05;0.26;2.42;9.53;69.44;1;Middle
0.02;0.49;0.77;43.14;11.51;1;Middle
0.05;0.47;1.46;177.53;44.02;1;Middle
0.01;0.37;0.42;130.45;7.98;1;Middle
0.01;0.50;0.33;183.39;44.78;1;Middle
0.01;0.33;0.53;179.66;42.34;1;Middle
0.10;0.27;3.79;21.50;40.51;1;Middle
0.01;0.53;0.32;25.16;37.15;1;Middle
0.01;0.43;0.33;73.20;16.58;1;Middle
0.01;0.30;0.48;28.59;36.09;1;Middle
0.01;0.28;0.66;166.79;46.39;1;Middle
0.01;0.28;0.65;178.10;42.53;1;Middle
0.01;0.28;0.61;176.13;58.09;1;Middle
0.01;0.36;0.54;183.60;56.19;1;Middle
0.02;0.40;0.84;24.87;37.78;1;Middle
0.01;0.38;0.70;24.23;34.69;1;Middle
0.01;0.27;0.82;184.21;75.27;1;Middle
0.01;0.33;0.46;180.75;42.85;1;Middle
0.03;0.26;1.65;27.23;38.32;1;Middle
0.01;0.43;0.46;187.56;36.92;1;Middle
0.01;0.31;0.63;170.48;40.51;1;Middle
0.01;0.31;0.57;25.44;37.29;1;Middle
0.01;0.40;0.36;187.04;44.15;1;Middle
0.01;0.66;0.29;178.81;56.87;1;Middle
0.01;0.40;0.36;26.75;37.90;1;Middle
0.02;0.23;1.74;17.16;63.47;1;Middle
0.01;0.37;0.43;195.28;64.69;1;Middle
0.01;0.27;0.89;15.99;62.51;1;Middle
0.03;0.25;1.66;18.85;36.55;1;Middle
0.01;0.36;0.41;180.73;43.39;1;Middle
0.02;0.47;0.81;14.43;60.06;1;Middle
0.01;0.29;0.55;26.88;39.81;1;Middle
0.01;0.37;0.48;26.89;37.78;1;Middle
0.01;0.40;0.66;158.62;24.52;1;Middle
0.01;0.33;0.44;175.38;24.62;1;Middle
0.01;0.44;0.48;29.64;36.11;1;Middle
0.01;0.56;0.31;21.43;36.36;1;Middle
0.01;0.32;0.58;163.73;40.94;1;Middle
0.07;0.50;1.60;158.92;34.69;1;Middle
0.01;0.44;0.33;181.65;43.36;1;Middle
0.02;0.30;1.29;15.68;62.92;1;Middle
0.03;0.29;1.73;176.34;24.67;1;Middle
0.01;0.27;1.02;169.15;46.11;1;Middle
0.01;0.27;0.65;22.55;33.90;1;Middle
0.01;0.33;0.86;37.30;16.29;1;Middle
0.01;0.31;0.48;14.55;62.13;1;Middle
0.01;0.29;1.01;176.27;44.13;1;Middle
0.01;0.32;0.59;170.67;24.68;1;Middle
0.01;0.50;0.29;184.62;56.91;1;Middle
0.04;0.20;2.60;8.57;67.00;1;Middle
0.01;0.27;0.87;177.44;43.06;1;Middle
0.01;0.45;0.32;188.93;49.60;1;Middle
0.03;0.24;1.91;14.39;65.71;1;Middle
0.01;0.31;0.47;13.66;64.14;1;Middle
0.02;0.26;1.28;18.11;35.04;1;Middle
0.02;0.35;0.93;16.08;63.44;1;Middle
0.01;0.28;0.78;25.77;37.74;1;Middle
0.01;0.36;0.68;179.40;59.15;1;Middle
0.01;0.29;0.60;185.43;55.72;1;Middle
0.01;0.29;0.62;60.40;51.00;1;Middle
0.04;0.35;1.60;24.87;36.18;1;Middle
0.01;0.28;0.65;58.60;18.15;1;Middle
0.01;0.36;0.52;16.10;63.55;1;Middle
0.01;0.29;0.76;12.36;63.87;1;Middle
0.02;0.52;0.75;15.87;62.73;1;Middle
0.01;0.29;0.50;41.66;52.98;1;Middle
0.01;0.54;0.26;15.78;59.12;1;Middle
0.07;0.38;2.12;17.29;35.57;1;Middle
0.01;0.31;0.53;15.13;61.77;1;Middle
0.01;0.32;0.57;177.07;21.82;1;Middle
0.01;0.43;0.44;179.87;43.97;1;Middle
0.06;0.24;3.31;14.94;64.98;1;Middle
0.05;0.23;2.86;20.59;62.73;1;Middle
0.01;0.28;0.58;14.42;64.17;1;Middle
0.01;0.33;0.58;21.92;35.54;1;Middle
0.01;0.26;0.77;15.52;61.65;1;Middle
0.15;0.40;3.48;180.45;57.66;1;Middle
0.01;0.33;0.56;26.87;36.63;1;Middle
0.01;0.32;0.62;182.73;44.39;1;Middle
0.01;0.33;0.47;16.81;64.42;1;Middle
0.02;0.26;1.50;24.17;34.91;1;Middle
0.02;0.25;1.55;21.76;36.08;1;Middle
0.01;0.33;0.44;15.00;62.63;1;Middle
0.01;0.63;0.30;183.35;58.54;1;Middle
0.01;0.26;1.09;15.17;63.10;1;Middle
0.01;0.26;1.05;14.91;64.27;1;Middle
0.01;0.44;0.35;180.47;57.25;1;Middle
0.01;0.31;0.53;20.72;37.10;1;Middle
0.01;0.30;0.78;182.38;42.78;1;Middle
0.05;0.22;2.97;61.17;64.86;1;Middle
0.02;0.50;0.62;13.17;63.93;1;Middle
0.01;0.26;1.03;10.68;68.30;1;Middle
0.01;0.28;0.54;358.07;74.92;1;Middle
0.01;0.30;0.65;180.13;42.37;1;Middle
0.01;0.28;0.65;16.35;66.59;1;Middle
0.01;0.30;0.52;179.85;44.68;1;Middle
0.01;0.26;1.01;172.89;28.98;1;Middle
0.01;0.28;0.80;148.29;10.19;1;Middle
0.01;0.30;0.59;181.78;57.04;1;Middle
0.01;0.32;0.44;17.67;52.27;1;Middle
0.02;0.27;1.10;182.49;23.36;1;Middle
0.01;0.34;0.56;18.10;64.30;1;Middle
0.01;0.40;0.47;15.44;36.05;1;Middle
0.01;0.26;0.81;149.83;36.22;1;Middle
0.01;0.29;0.66;169.51;25.13;1;Middle
0.02;0.31;1.13;172.15;24.24;1;Middle
0.01;0.41;0.61;142.82;89.10;1;Middle
0.01;0.47;0.52;59.36;11.99;1;Middle
0.01;0.25;1.10;167.52;23.47;1;Middle
0.05;0.36;1.75;177.99;44.63;1;Middle
0.03;0.25;1.71;173.99;44.19;1;Middle
0.01;0.29;0.60;15.01;62.56;1;Middle
0.01;0.27;0.63;180.51;44.20;1;Middle
0.03;0.24;1.78;16.03;62.75;1;Middle
0.04;0.22;2.41;19.48;64.61;1;Middle
0.01;0.36;0.42;170.02;44.77;1;Middle
0.08;0.22;3.89;10.11;61.27;1;Middle
0.02;0.24;1.26;188.59;41.20;1;Middle
0.01;0.30;0.48;151.87;28.72;1;Middle
0.01;0.31;0.84;76.46;18.26;1;Middle
0.07;0.38;2.14;156.06;26.58;1;Middle
0.02;0.29;1.07;186.51;41.61;1;Middle
0.01;0.33;0.45;21.40;36.32;1;Middle
0.01;0.33;0.84;15.70;60.30;1;Middle
0.01;0.27;0.54;175.50;29.13;1;Middle
0.01;0.33;0.62;169.02;9.14;1;Middle
0.05;0.20;3.24;175.96;43.00;1;Middle
0.01;0.29;0.82;29.38;38.68;1;Middle
0.01;0.30;0.68;170.32;44.39;1;Middle
0.01;0.26;0.83;175.29;43.58;1;Middle
0.01;0.26;0.70;9.03;62.23;1;Middle
0.03;0.32;1.35;172.98;43.61;1;Middle
0.01;0.34;0.48;13.79;61.01;1;Middle
0.01;0.29;0.69;27.98;36.24;1;Middle
0.01;0.32;0.48;174.49;45.18;1;Middle
0.01;0.31;0.69;175.85;53.28;1;Middle
0.06;0.21;3.38;15.57;40.37;1;Middle
0.01;0.27;0.84;14.39;65.59;1;Middle
0.01;0.25;1.14;177.32;42.68;1;Middle
0.02;0.39;0.93;13.12;62.79;1;Middle
0.01;0.30;0.50;113.17;8.40;1;Middle
0.02;0.25;1.23;179.96;22.81;1;Middle
0.02;0.27;1.20;21.44;36.19;1;Middle
0.01;0.30;0.71;17.45;36.30;1;Middle
0.01;0.27;0.89;74.45;5.01;1;Middle
0.02;0.23;1.76;189.57;56.87;1;Middle
0.01;0.29;0.99;18.73;37.44;1;Middle
0.01;0.61;0.35;169.15;58.44;1;Middle
0.01;0.29;0.74;15.09;65.16;1;Middle
0.01;0.30;0.55;184.96;56.06;1;Middle
0.01;0.34;0.54;176.77;76.51;1;Middle
0.02;0.33;1.08;178.60;58.36;1;Middle
0.03;0.39;1.25;172.65;23.95;1;Middle
0.01;0.26;0.67;180.26;54.65;1;Middle
0.04;0.44;1.37;27.87;29.08;1;Middle
0.01;0.31;0.65;22.52;36.39;1;Middle
0.01;0.30;0.70;180.61;44.10;1;Middle
0.01;0.42;0.60;15.04;63.86;1;Middle
0.01;0.27;0.73;28.08;41.94;1;Middle
0.01;0.25;1.11;26.92;35.75;1;Middle
0.01;0.62;0.29;178.42;43.32;1;Middle
0.01;0.29;0.58;14.43;63.62;1;Middle
0.01;0.31;0.67;24.63;34.73;1;Middle
0.02;0.34;0.93;178.82;42.84;1;Middle
0.03;0.24;1.83;14.15;61.79;1;Middle
0.01;0.37;0.39;27.94;36.29;1;Middle
0.01;0.33;0.63;185.88;25.51;1;Middle
0.01;0.26;0.62;182.57;55.25;1;Middle
0.02;0.32;0.93;14.74;63.20;1;Middle
0.03;0.60;0.73;180.42;43.45;1;Middle
0.06;0.23;3.12;185.56;58.57;1;Middle
0.03;0.22;1.88;177.77;44.31;1;Middle
0.01;0.29;0.58;17.13;65.21;1;Middle
0.01;0.32;0.80;20.90;36.05;1;Middle
0.01;0.27;0.71;19.50;37.43;1;Middle
0.01;0.25;1.08;19.90;35.59;1;Middle
0.02;0.25;1.38;23.92;37.66;1;Middle
0.01;0.29;0.69;14.40;64.38;1;Middle
0.01;0.24;1.07;21.62;35.39;1;Middle
0.02;0.25;1.53;171.54;29.64;1;Middle
0.01;0.25;0.84;19.69;35.14;1;Middle
0.01;0.35;0.54;16.54;62.94;1;Middle
0.01;0.33;0.61;14.80;64.74;1;Middle
0.01;0.28;0.52;28.76;37.64;1;Middle
0.01;0.38;0.61;22.83;37.10;1;Middle
0.05;0.19;3.60;186.80;55.20;1;Middle
0.01;0.31;0.82;184.17;71.85;1;Middle
0.02;0.31;1.06;28.82;36.39;1;Middle
0.01;0.30;0.61;177.09;42.69;1;Middle
0.01;0.27;0.63;167.49;45.42;1;Middle
0.01;0.34;0.52;18.06;36.69;1;Middle
0.01;0.37;0.39;171.12;43.51;1;Middle
0.01;0.29;0.60;13.89;62.44;1;Middle
0.01;0.28;0.53;15.91;64.08;1;Middle
0.04;0.38;1.58;15.37;62.97;1;Middle
0.06;0.40;1.97;29.13;36.03;1;Middle
0.01;0.33;0.68;21.20;35.93;1;Middle
0.01;0.31;0.85;184.49;42.71;1;Middle
0.01;0.35;0.45;29.19;36.76;1;Middle
0.01;0.27;0.60;182.64;43.24;1;Middle
0.01;0.60;0.35;182.68;43.88;1;Middle
0.01;0.25;0.99;172.03;24.49;1;Middle
0.02;0.34;1.19;15.78;63.07;1;Middle
0.01;0.38;0.38;178.68;45.06;1;Middle
0.04;0.33;1.78;115.28;5.53;1;Middle
0.01;0.28;0.63;23.57;35.31;1;Middle
0.02;0.32;0.99;133.05;9.25;1;Middle
0.04;0.19;2.79;16.65;45.06;1;Middle
0.01;0.27;0.78;181.83;39.10;1;Middle
0.01;0.34;0.49;180.81;57.30;1;Middle
0.01;0.63;0.37;181.26;41.96;1;Middle
0.01;0.27;0.80;15.20;62.90;1;Middle
0.01;0.29;0.54;174.82;23.29;1;Middle
0.01;0.33;0.83;185.06;24.45;1;Middle
0.01;0.29;0.82;188.30;55.06;1;Middle
0.01;0.27;0.66;44.50;3.60;1;Middle
0.01;0.28;0.91;16.78;63.21;1;Middle
0.01;0.29;0.66;187.03;53.64;1;Middle
0.01;0.39;0.38;177.31;60.85;1;Middle
0.01;0.35;0.43;200.83;52.96;1;Middle
0.02;0.24;1.24;181.44;24.33;1;Middle
0.01;0.29;0.83;19.06;34.85;1;Middle
0.01;0.28;0.53;18.41;56.23;1;Middle
0.01;0.28;0.56;14.33;61.33;1;Middle
0.01;0.25;0.84;174.29;58.04;1;Middle
0.03;0.23;1.94;179.18;44.57;1;Middle
0.01;0.60;0.26;14.30;37.93;1;Middle
0.01;0.27;0.87;15.62;65.42;1;Middle
0.03;0.61;0.76;177.20;43.32;1;Middle
0.01;0.24;0.92;182.15;30.71;1;Middle
0.08;0.35;2.56;29.30;36.71;1;Middle
0.10;0.36;2.91;159.08;27.93;1;Middle
0.01;0.32;0.49;173.70;57.31;1;Middle
0.01;0.24;0.86;186.91;39.36;1;Middle
0.01;0.28;0.50;181.59;43.95;1;Middle
0.05;0.24;2.80;19.91;35.70;1;Middle
0.01;0.29;0.51;182.51;44.57;1;Middle
0.01;0.27;0.78;182.08;43.54;1;Middle
0.01;0.50;0.29;14.74;64.59;1;Middle
0.01;0.27;0.66;24.55;37.18;1;Middle
0.01;0.27;0.53;181.02;43.54;1;Middle
0.02;0.54;0.55;167.48;27.95;1;Middle
0.02;0.35;0.90;176.74;30.34;1;Middle
0.01;0.27;0.66;62.18;17.59;1;Middle
0.12;0.31;3.67;14.06;61.70;1;Middle
0.01;0.36;0.47;32.82;37.61;1;Middle
0.01;0.27;0.70;16.55;60.41;1;Middle
0.01;0.26;0.83;17.33;63.38;1;Middle
0.02;0.35;0.97;16.02;64.83;1;Middle
0.01;0.29;0.55;173.79;40.76;1;Middle
0.01;0.29;0.56;153.70;30.51;1;Middle
0.01;0.29;0.51;20.37;35.77;1;Middle
0.01;0.32;0.47;23.44;35.95;1;Middle
0.06;0.20;3.61;175.38;43.39;1;Middle
0.01;0.27;0.85;26.61;36.20;1;Middle
0.01;0.26;1.09;17.26;33.34;1;Middle
0.01;0.27;0.65;22.97;39.23;1;Middle
0.01;0.32;0.47;180.43;56.97;1;Middle
0.01;0.27;0.80;159.15;28.17;1;Middle
0.01;0.33;0.66;13.27;63.29;1;Middle
0.01;0.28;0.51;165.93;46.39;1;Middle
0.01;0.62;0.30;19.89;35.97;1;Middle
0.01;0.26;0.79;4.04;13.85;1;Middle
0.01;0.36;0.43;13.49;64.16;1;Middle
0.01;0.26;0.63;168.57;17.71;1;Middle
0.02;0.23;1.36;187.25;55.34;1;Middle
0.01;0.27;0.70;182.23;43.36;1;Middle
0.02;0.49;0.66;180.79;39.21;1;Middle
0.01;0.27;0.73;165.09;24.74;1;Middle
0.01;0.25;0.67;181.43;40.02;1;Middle
0.01;0.55;0.42;177.89;44.51;1;Middle
0.01;0.37;0.43;179.54;56.99;1;Middle
0.01;0.26;0.75;18.33;47.59;1;Middle
0.02;0.24;1.62;167.58;22.87;1;Middle
0.01;0.27;0.99;14.85;64.23;1;Middle
0.01;0.22;1.23;181.84;67.31;1;Middle
0.02;0.26;1.30;174.10;23.88;1;Middle
0.01;0.26;0.90;16.49;61.63;1;Middle
0.01;0.28;0.56;189.62;56.31;1;Middle
0.01;0.24;1.04;178.96;43.69;1;Middle
0.01;0.24;0.70;13.38;63.40;1;Middle
0.01;0.27;0.54;13.74;64.72;1;Middle
0.01;0.27;0.90;28.30;40.01;1;Middle
0.02;0.28;1.12;21.41;38.03;1;Middle
0.01;0.35;0.47;174.90;24.79;1;Middle
0.01;0.25;0.81;15.60;63.78;1;Middle
0.01;0.29;0.66;15.69;61.92;1;Middle
0.01;0.27;0.65;178.28;43.61;1;Middle
0.01;0.30;0.52;180.53;42.76;1;Middle
0.01;0.26;0.83;176.99;43.40;1;Middle
0.01;0.28;0.51;21.05;36.38;1;Middle
0.01;0.27;0.67;11.96;84.79;1;Middle
0.01;0.25;0.94;152.39;16.36;1;Middle
0.04;0.24;2.28;15.43;63.07;1;Middle
0.01;0.26;0.84;14.82;63.09;1;Middle
0.01;0.29;0.60;184.17;56.94;1;Middle
0.01;0.24;0.86;186.92;39.93;1;Middle
0.01;0.28;0.73;155.56;30.16;1;Middle
0.01;0.33;0.61;176.38;56.95;1;Middle
0.01;0.24;0.86;16.08;62.44;1;Middle
0.81;0.37;11.24;14.97;63.79;1;Middle
0.02;0.21;1.67;194.21;45.38;1;Middle
0.01;0.38;0.38;19.83;36.93;1;Middle
0.02;0.25;1.67;176.88;24.84;1;Middle
0.01;0.24;0.86;27.37;38.30;1;Middle
0.01;0.33;0.64;183.55;43.48;1;Middle
0.01;0.26;0.58;184.40;56.16;1;Middle
0.01;0.33;0.47;35.84;27.97;1;Middle
0.01;0.25;1.03;179.79;42.17;1;Middle
0.01;0.35;0.41;20.22;36.57;1;Middle
0.01;0.26;0.67;21.92;35.36;1;Middle
0.01;0.24;1.03;185.58;60.73;1;Middle
0.02;0.22;1.37;30.14;36.58;1;Middle
0.04;0.43;1.29;13.63;65.78;1;Middle
0.01;0.26;0.75;183.98;57.43;1;Middle
0.01;0.30;0.50;16.73;66.08;1;Middle
0.01;0.25;0.74;173.80;43.62;1;Middle
0.01;0.28;0.51;181.97;57.60;1;Middle
0.02;0.24;1.57;176.10;44.59;1;Middle
0.01;0.26;0.73;23.66;37.13;1;Middle
0.01;0.35;0.65;180.41;42.84;1;Middle
0.01;0.24;0.83;174.32;45.36;1;Middle
0.01;0.34;0.44;159.92;10.92;1;Middle
0.01;0.27;0.67;14.64;65.83;1;Middle
0.01;0.30;0.59;173.55;21.20;1;Middle
0.01;0.33;0.44;15.50;69.23;1;Middle
0.01;0.32;0.45;15.72;63.31;1;Middle
0.01;0.33;0.62;184.05;22.78;1;Middle
0.07;0.22;3.75;177.94;42.79;1;Middle
0.01;0.25;0.59;179.91;43.67;1;Middle
0.01;0.28;0.64;23.80;36.61;1;Middle
0.01;0.28;0.52;12.43;25.44;1;Middle
