Volume;Sphericity;Surface Area;Phi ;Theta;Target;Target_Names
0.01;0.23;0.89;15.35;61.93;1;Middle
0.01;0.30;0.50;178.75;48.48;1;Middle
0.01;0.27;0.60;159.85;24.82;1;Middle
0.01;0.25;0.76;14.02;61.71;1;Middle
0.01;0.35;0.41;181.44;56.99;1;Middle
0.01;0.27;0.73;178.05;56.36;1;Middle
0.02;0.19;1.81;13.79;62.59;1;Middle
0.01;0.26;0.56;173.67;44.08;1;Middle
0.01;0.28;0.58;187.03;42.54;1;Middle
0.01;0.25;0.80;13.99;62.28;1;Middle
0.01;0.25;0.67;182.22;57.36;1;Middle
0.01;0.26;0.75;179.14;57.08;1;Middle
0.01;0.27;0.54;161.88;29.32;1;Middle
0.07;0.21;4.04;16.50;65.07;1;Middle
0.03;0.23;2.15;174.96;43.63;1;Middle
0.01;0.26;0.71;16.73;64.79;1;Middle
0.04;0.20;2.86;190.03;41.58;1;Middle
0.01;0.34;0.42;169.09;31.59;1;Middle
0.01;0.26;0.62;21.65;36.36;1;Middle
0.01;0.27;0.55;16.55;64.55;1;Middle
0.07;0.19;4.23;179.38;41.45;1;Middle
0.01;0.27;0.60;16.38;62.49;1;Middle
0.01;0.36;0.42;182.17;41.05;1;Middle
0.01;0.25;1.11;185.27;37.18;1;Middle
0.01;0.28;0.60;26.57;35.46;1;Middle
0.01;0.33;0.50;15.37;62.03;1;Middle
0.01;0.24;0.62;29.85;36.62;1;Middle
0.11;0.17;6.47;176.07;43.08;1;Middle
0.01;0.25;0.90;178.53;42.31;1;Middle
0.01;0.26;0.73;186.22;56.33;1;Middle
0.01;0.27;0.69;14.58;64.70;1;Middle
0.01;0.31;0.51;180.05;57.44;1;Middle
0.01;0.26;0.92;18.88;61.74;1;Middle
0.01;0.27;0.55;22.14;36.61;1;Middle
0.01;0.28;0.53;20.69;35.62;1;Middle
0.01;0.27;0.66;4.20;65.09;1;Middle
0.01;0.28;0.81;173.71;41.43;1;Middle
0.01;0.31;0.76;17.58;36.99;1;Middle
0.02;0.28;1.26;187.40;42.54;1;Middle
0.01;0.27;0.56;184.72;55.81;1;Middle
0.01;0.25;0.79;178.97;42.40;1;Middle
0.01;0.25;0.61;21.86;36.62;1;Middle
0.02;0.24;1.35;176.48;25.56;1;Middle
0.01;0.24;0.90;153.37;17.13;1;Middle
0.04;0.18;3.02;16.47;62.01;1;Middle
0.01;0.27;0.52;36.91;62.30;1;Middle
0.01;0.26;0.56;18.26;60.30;1;Middle
0.01;0.37;0.49;171.82;46.83;1;Middle
0.01;0.25;0.92;178.50;58.63;1;Middle
0.02;0.24;1.74;175.73;20.55;1;Middle
0.16;0.31;4.63;14.48;64.25;1;Middle
0.01;0.25;0.86;16.80;62.11;1;Middle
0.01;0.20;1.42;15.90;64.42;1;Middle
0.01;0.22;1.28;180.86;43.70;1;Middle
0.01;0.27;0.61;178.02;58.79;1;Middle
0.01;0.25;0.80;173.24;12.05;1;Middle
0.01;0.31;0.46;188.22;54.35;1;Middle
0.01;0.30;0.84;185.63;29.40;1;Middle
0.01;0.31;0.76;185.31;46.30;1;Middle
0.01;0.24;1.03;183.12;41.74;1;Middle
0.01;0.24;0.78;161.43;24.80;1;Middle
0.01;0.26;0.59;21.61;36.73;1;Middle
0.04;0.18;3.03;14.07;70.71;1;Middle
0.01;0.28;0.52;169.64;23.99;1;Middle
0.01;0.29;0.53;173.79;42.60;1;Middle
0.16;0.38;3.76;15.13;65.65;1;Middle
0.01;0.29;0.51;31.68;39.33;1;Middle
0.01;0.31;0.46;15.90;63.32;1;Middle
0.01;0.31;0.60;181.30;42.54;1;Middle
0.01;0.24;1.14;162.80;19.02;1;Middle
0.02;0.20;1.58;179.30;57.27;1;Middle
0.01;0.34;0.54;29.98;38.12;1;Middle
0.01;0.27;0.69;37.11;21.04;1;Middle
0.01;0.28;0.61;173.17;23.12;1;Middle
0.01;0.25;0.58;174.27;28.68;1;Middle
0.01;0.26;1.12;188.58;52.96;1;Middle
0.01;0.30;0.93;176.44;43.73;1;Middle
0.01;0.27;0.91;24.73;36.48;1;Middle
0.02;0.31;1.02;185.39;76.33;1;Middle
0.01;0.26;0.66;15.06;56.57;1;Middle
0.01;0.28;0.79;7.20;33.32;1;Middle
0.01;0.27;0.68;23.90;37.93;1;Middle
0.01;0.30;0.50;14.49;64.07;1;Middle
0.01;0.28;0.59;180.63;43.93;1;Middle
0.01;0.35;0.40;71.03;28.20;1;Middle
0.01;0.26;1.06;171.42;24.58;1;Middle
0.01;0.25;0.60;19.70;53.11;1;Middle
0.03;0.20;2.33;23.78;35.95;1;Middle
0.01;0.27;0.56;7.75;67.80;1;Middle
0.01;0.25;0.56;179.03;51.16;1;Middle
0.02;0.24;1.53;16.63;61.82;1;Middle
0.01;0.28;0.50;181.17;41.97;1;Middle
0.03;0.25;1.70;167.17;23.45;1;Middle
0.01;0.25;0.66;182.71;42.70;1;Middle
0.01;0.48;0.61;179.05;44.52;1;Middle
0.01;0.31;0.83;56.51;12.54;1;Middle
0.01;0.37;0.42;172.70;28.78;1;Middle
0.01;0.27;0.70;171.56;47.09;1;Middle
0.03;0.24;1.83;178.15;42.03;1;Middle
0.01;0.27;0.63;184.71;41.10;1;Middle
0.03;0.27;1.55;185.48;42.72;1;Middle
0.01;0.28;0.50;166.17;19.77;1;Middle
0.01;0.31;0.55;126.90;12.62;1;Middle
0.13;0.34;3.56;22.02;34.48;1;Middle
0.01;0.31;0.47;6.59;59.49;1;Middle
0.02;0.29;1.27;183.05;56.71;1;Middle
0.01;0.27;0.56;147.46;11.84;1;Middle
0.02;0.25;1.44;19.29;36.76;1;Middle
0.01;0.28;0.55;148.46;23.59;1;Middle
0.01;0.26;0.58;172.81;47.58;1;Middle
0.01;0.28;0.61;174.15;51.29;1;Middle
0.01;0.26;0.62;177.59;57.56;1;Middle
0.07;0.19;4.41;19.55;36.85;1;Middle
0.01;0.28;0.58;13.71;42.32;1;Middle
0.01;0.29;0.52;18.74;35.22;1;Middle
0.01;0.22;1.25;20.45;36.41;1;Middle
0.01;0.36;0.48;179.48;41.45;1;Middle
0.01;0.28;0.73;16.77;60.30;1;Middle
0.01;0.24;0.59;174.24;52.87;1;Middle
0.01;0.25;0.57;181.97;47.63;1;Middle
0.01;0.26;0.57;159.64;27.12;1;Middle
0.01;0.24;0.78;165.20;26.55;1;Middle
0.01;0.26;0.55;169.16;37.13;1;Middle
0.01;0.25;0.65;26.67;35.76;1;Middle
0.20;0.17;9.65;178.97;45.01;1;Middle
0.01;0.62;0.28;14.34;63.61;1;Middle
0.01;0.32;0.70;22.79;37.49;1;Middle
0.01;0.26;0.84;15.30;63.54;1;Middle
0.01;0.27;0.57;25.56;36.19;1;Middle
0.01;0.27;0.73;26.04;31.98;1;Middle
0.01;0.26;0.63;191.32;21.23;1;Middle
0.01;0.24;0.71;181.32;55.83;1;Middle
0.01;0.27;0.53;25.08;37.03;1;Middle
0.01;0.27;0.62;179.85;41.84;1;Middle
0.01;0.26;1.13;176.42;39.95;1;Middle
0.01;0.32;0.45;15.42;59.96;1;Middle
0.01;0.26;0.54;178.20;43.55;1;Middle
0.01;0.25;0.64;23.16;36.27;1;Middle
0.01;0.24;0.81;190.48;56.09;1;Middle
0.01;0.27;0.54;14.62;60.99;1;Middle
0.01;0.22;1.21;28.54;38.02;1;Middle
0.01;0.27;0.55;168.06;23.66;1;Middle
0.01;0.23;0.80;21.66;37.91;1;Middle
0.01;0.25;0.60;28.77;36.45;1;Middle
0.01;0.27;0.59;16.40;63.16;1;Middle
0.01;0.24;0.89;14.27;64.39;1;Middle
0.01;0.22;1.21;13.26;57.48;1;Middle
0.01;0.27;0.55;28.11;36.49;1;Middle
0.01;0.25;0.89;156.25;31.66;1;Middle
0.01;0.23;0.96;163.81;25.75;1;Middle
0.08;0.20;4.45;184.28;56.95;1;Middle
0.01;0.33;0.57;22.93;35.77;1;Middle
0.01;0.28;0.59;15.07;64.65;1;Middle
0.01;0.26;0.62;13.38;63.43;1;Middle
0.01;0.24;1.15;14.68;62.92;1;Middle
0.01;0.28;0.50;174.36;54.17;1;Middle
0.01;0.22;1.08;16.82;65.21;1;Middle
0.02;0.26;1.39;3.62;4.97;1;Middle
0.02;0.26;1.22;15.93;66.09;1;Middle
0.01;0.24;0.81;176.42;42.67;1;Middle
0.02;0.22;1.78;168.40;42.71;1;Middle
0.01;0.34;0.79;27.30;36.69;1;Middle
0.01;0.24;0.68;21.77;36.00;1;Middle
0.01;0.28;0.62;19.13;63.42;1;Middle
0.01;0.28;0.51;9.47;15.25;1;Middle
0.01;0.24;1.11;180.77;43.95;1;Middle
0.01;0.27;0.65;14.44;63.57;1;Middle
0.01;0.24;0.60;188.57;55.87;1;Middle
0.01;0.26;0.55;181.67;57.15;1;Middle
0.01;0.22;1.04;21.61;36.55;1;Middle
0.02;0.26;1.58;17.70;59.01;1;Middle
0.01;0.27;0.73;176.87;23.73;1;Middle
0.01;0.25;0.65;15.14;64.60;1;Middle
0.04;0.23;2.30;160.57;26.25;1;Middle
0.05;0.19;3.70;176.86;42.42;1;Middle
0.01;0.24;0.85;15.39;62.22;1;Middle
0.01;0.24;0.85;13.88;66.83;1;Middle
0.01;0.29;0.54;18.12;65.17;1;Middle
0.01;0.25;0.91;21.50;38.60;1;Middle
0.02;0.30;1.03;176.22;57.28;1;Middle
0.01;0.31;0.59;12.87;70.34;1;Middle
0.01;0.24;1.12;183.38;55.31;1;Middle
0.02;0.26;1.31;26.97;35.56;1;Middle
0.01;0.25;0.63;15.15;62.13;1;Middle
0.01;0.63;0.28;188.69;89.15;1;Middle
0.01;0.25;0.80;14.12;63.60;1;Middle
0.01;0.30;0.84;176.97;42.85;1;Middle
0.01;0.36;0.54;191.92;55.96;1;Middle
0.01;0.23;0.65;180.17;42.01;1;Middle
0.01;0.25;0.60;17.47;67.73;1;Middle
0.01;0.23;1.04;183.48;56.70;1;Middle
0.01;0.23;0.93;14.26;62.58;1;Middle
0.01;0.24;0.63;183.16;56.44;1;Middle
0.01;0.24;0.67;174.70;45.17;1;Middle
0.01;0.23;1.13;22.87;36.38;1;Middle
0.01;0.25;0.58;186.24;56.94;1;Middle
0.01;0.23;0.73;176.40;43.40;1;Middle
0.01;0.26;0.58;15.15;46.27;1;Middle
0.04;0.32;1.66;145.69;10.55;1;Middle
0.01;0.26;0.72;178.11;44.05;1;Middle
0.01;0.22;0.92;13.47;64.19;1;Middle
0.01;0.23;0.89;20.83;37.07;1;Middle
0.01;0.21;1.34;26.56;36.40;1;Middle
0.01;0.25;0.67;312.31;82.33;1;Middle
0.01;0.26;0.60;178.81;57.38;1;Middle
0.01;0.25;0.59;180.79;53.92;1;Middle
0.01;0.31;0.59;13.05;62.90;1;Middle
0.01;0.53;0.52;169.68;44.63;1;Middle
0.03;0.19;2.48;171.00;21.01;1;Middle
0.01;0.24;0.61;181.84;47.05;1;Middle
0.01;0.29;0.74;182.44;26.63;1;Middle
0.01;0.24;0.61;22.47;35.66;1;Middle
0.01;0.25;0.60;169.40;43.97;1;Middle
0.01;0.22;1.01;24.77;35.93;1;Middle
0.01;0.22;0.80;11.83;63.84;1;Middle
0.01;0.26;0.57;18.87;34.46;1;Middle
0.01;0.27;0.58;171.14;25.85;1;Middle
0.01;0.27;0.59;163.88;26.03;1;Middle
0.01;0.27;0.55;178.14;46.49;1;Middle
0.01;0.27;0.61;25.05;40.00;1;Middle
0.01;0.26;0.65;179.20;59.87;1;Middle
0.01;0.29;0.50;179.91;42.67;1;Middle
0.01;0.22;1.18;16.67;60.45;1;Middle
0.01;0.27;0.54;177.91;42.91;1;Middle
0.01;0.30;0.46;185.66;57.00;1;Middle
0.01;0.23;0.69;17.05;66.70;1;Middle
0.01;0.25;0.63;21.57;43.25;1;Middle
0.01;0.32;0.44;14.81;64.84;1;Middle
0.03;0.20;2.31;172.38;45.57;1;Middle
0.01;0.27;0.59;158.85;25.61;1;Middle
0.01;0.23;0.79;169.95;26.01;1;Middle
0.01;0.37;0.67;22.54;36.54;1;Middle
0.01;0.26;0.56;176.13;44.67;1;Middle
0.01;0.25;0.57;185.38;52.87;1;Middle
0.01;0.27;0.99;21.52;47.75;1;Middle
0.01;0.29;0.65;178.34;53.53;1;Middle
0.02;0.27;1.16;160.70;29.14;1;Middle
0.01;0.24;0.61;180.28;43.09;1;Middle
0.01;0.33;0.65;167.18;23.01;1;Middle
0.01;0.26;0.59;103.28;20.82;1;Middle
0.01;0.27;0.59;19.97;58.17;1;Middle
0.01;0.22;0.77;14.44;63.95;1;Middle
0.01;0.29;0.57;170.55;22.95;1;Middle
0.02;0.20;1.80;184.07;55.47;1;Middle
0.01;0.30;0.63;14.95;62.48;1;Middle
0.01;0.21;0.84;178.47;37.36;1;Middle
0.01;0.30;0.55;171.45;28.78;1;Middle
0.01;0.26;0.58;13.91;65.93;1;Middle
0.03;0.22;1.88;177.72;58.46;1;Middle
0.42;0.24;11.33;21.70;36.37;1;Middle
0.01;0.24;1.09;179.72;42.74;1;Middle
0.01;0.21;1.04;185.78;56.23;1;Middle
0.02;0.23;1.30;15.41;62.22;1;Middle
0.09;0.23;3.99;172.04;24.27;1;Middle
0.01;0.24;0.76;179.18;43.39;1;Middle
0.01;0.27;0.67;15.78;63.75;1;Middle
0.01;0.23;0.87;15.11;65.31;1;Middle
0.01;0.25;0.57;186.13;56.13;1;Middle
0.01;0.22;0.66;32.51;10.23;1;Middle
0.01;0.27;0.59;163.27;42.99;1;Middle
0.01;0.28;0.70;27.51;37.86;1;Middle
0.01;0.29;0.49;354.58;19.42;1;Middle
0.01;0.25;0.68;17.65;66.78;1;Middle
0.02;0.43;0.89;176.26;44.98;1;Middle
0.01;0.30;0.53;15.29;61.92;1;Middle
0.01;0.23;1.18;178.44;54.43;1;Middle
0.03;0.22;2.06;184.15;56.63;1;Middle
0.01;0.24;0.89;14.49;61.72;1;Middle
0.01;0.24;0.91;170.52;45.05;1;Middle
0.01;0.26;0.56;15.84;65.20;1;Middle
0.02;0.21;1.74;16.62;65.04;1;Middle
0.01;0.23;0.73;181.81;43.45;1;Middle
0.01;0.29;0.59;181.65;37.44;1;Middle
0.01;0.22;0.74;173.39;27.04;1;Middle
0.01;0.25;1.18;182.74;56.18;1;Middle
0.01;0.30;0.50;181.53;56.75;1;Middle
0.01;0.21;1.02;162.31;38.45;1;Middle
0.01;0.23;0.76;12.51;51.93;1;Middle
0.03;0.23;1.90;180.46;42.43;1;Middle
0.01;0.27;0.58;15.30;62.86;1;Middle
0.02;0.24;1.72;163.64;28.38;1;Middle
0.01;0.29;0.69;165.78;31.49;1;Middle
0.01;0.31;0.55;173.82;42.29;1;Middle
0.01;0.23;0.79;20.95;36.49;1;Middle
0.01;0.25;1.13;168.54;68.04;1;Middle
0.01;0.25;0.73;177.39;43.27;1;Middle
0.01;0.26;0.77;22.11;39.66;1;Middle
0.01;0.22;1.06;15.64;64.03;1;Middle
0.01;0.43;0.62;174.51;59.66;1;Middle
0.08;0.25;3.67;18.10;38.25;1;Middle
0.01;0.27;0.56;21.40;33.79;1;Middle
0.07;0.19;4.42;151.98;26.12;1;Middle
0.01;0.25;0.64;175.07;58.33;1;Middle
0.01;0.26;0.66;156.29;8.07;1;Middle
0.01;0.23;0.65;15.11;63.38;1;Middle
0.02;0.20;1.61;14.40;64.73;1;Middle
0.01;0.23;0.73;27.63;37.13;1;Middle
0.02;0.24;1.52;176.78;61.08;1;Middle
0.01;0.29;0.57;181.75;20.77;1;Middle
0.02;0.24;1.45;179.57;41.17;1;Middle
0.01;0.27;0.68;14.23;63.39;1;Middle
0.01;0.23;0.76;18.00;50.93;1;Middle
0.05;0.21;2.98;23.59;35.30;1;Middle
0.02;0.22;1.55;17.11;53.71;1;Middle
0.01;0.24;0.60;182.90;19.88;1;Middle
0.01;0.24;0.93;43.86;52.41;1;Middle
0.01;0.27;0.56;24.54;37.37;1;Middle
0.01;0.21;1.29;14.67;61.70;1;Middle
0.01;0.22;1.05;21.45;35.84;1;Middle
0.02;0.23;1.44;179.34;43.22;1;Middle
0.01;0.26;0.73;186.09;37.72;1;Middle
0.02;0.25;1.41;21.89;36.00;1;Middle
0.03;0.23;2.18;179.52;41.61;1;Middle
0.02;0.24;1.32;27.11;36.37;1;Middle
0.01;0.23;0.62;12.10;64.14;1;Middle
0.01;0.25;0.65;18.26;38.29;1;Middle
0.01;0.26;0.59;20.48;35.69;1;Middle
0.01;0.21;1.38;168.35;28.26;1;Middle
0.01;0.27;0.60;184.56;56.98;1;Middle
0.01;0.23;0.67;22.74;34.72;1;Middle
0.01;0.26;0.72;22.98;37.47;1;Middle
0.01;0.28;0.58;179.51;48.05;1;Middle
0.01;0.27;0.67;181.75;55.71;1;Middle
0.01;0.31;0.46;176.39;45.31;1;Middle
0.01;0.24;0.61;177.00;59.83;1;Middle
0.01;0.31;0.68;18.84;51.48;1;Middle
0.01;0.30;0.48;20.20;35.98;1;Middle
0.01;0.32;0.45;185.00;55.05;1;Middle
0.01;0.30;0.48;24.58;36.96;1;Middle
0.01;0.27;0.88;101.51;30.81;1;Middle
0.01;0.22;0.69;175.13;58.47;1;Middle
0.01;0.26;0.58;13.78;64.27;1;Middle
0.01;0.25;0.71;178.84;56.97;1;Middle
0.01;0.34;0.41;175.40;43.18;1;Middle
0.01;0.23;0.72;26.29;37.40;1;Middle
0.02;0.25;1.37;20.04;35.49;1;Middle
0.02;0.24;1.48;160.76;24.94;1;Middle
0.01;0.27;0.57;21.82;39.38;1;Middle
0.01;0.25;0.73;2.08;55.97;1;Middle
0.01;0.25;0.68;170.86;38.50;1;Middle
0.01;0.27;0.85;16.97;59.15;1;Middle
0.01;0.26;0.55;178.59;20.99;1;Middle
0.01;0.22;1.29;179.26;43.19;1;Middle
0.65;0.21;17.41;172.55;41.45;1;Middle
0.01;0.24;0.65;16.03;63.48;1;Middle
0.01;0.25;0.58;15.32;61.10;1;Middle
0.02;0.23;1.55;166.97;45.66;1;Middle
0.01;0.33;0.43;173.18;54.46;1;Middle
0.01;0.25;0.68;21.64;36.54;1;Middle
0.01;0.24;0.60;15.29;63.40;1;Middle
0.04;0.17;3.19;178.93;43.61;1;Middle
0.01;0.33;0.50;18.11;66.47;1;Middle
0.01;0.26;0.76;181.49;56.36;1;Middle
0.01;0.22;1.30;171.23;44.75;1;Middle
0.01;0.35;0.41;19.92;36.77;1;Middle
0.01;0.20;1.21;14.64;65.30;1;Middle
0.01;0.30;0.55;177.19;44.81;1;Middle
0.01;0.27;0.54;158.98;25.55;1;Middle
0.01;0.25;0.59;27.55;40.30;1;Middle
0.03;0.22;2.06;186.48;24.06;1;Middle
0.01;0.31;0.48;19.26;36.81;1;Middle
0.01;0.26;0.61;83.45;9.15;1;Middle
0.01;0.24;0.58;162.71;27.68;1;Middle
0.01;0.22;0.79;177.89;43.58;1;Middle
0.01;0.24;0.62;14.15;64.83;1;Middle
0.01;0.23;0.80;21.78;35.82;1;Middle
0.01;0.32;0.51;17.17;63.62;1;Middle
0.01;0.45;0.34;19.30;37.46;1;Middle
0.01;0.26;0.57;10.41;88.65;1;Middle
0.01;0.31;0.57;157.28;30.20;1;Middle
0.01;0.27;0.54;15.11;59.81;1;Middle
0.01;0.31;0.52;162.85;26.29;1;Middle
0.01;0.22;1.26;174.31;41.23;1;Middle
0.02;0.25;1.19;167.13;46.75;1;Middle
0.01;0.30;0.53;16.37;66.65;1;Middle
0.02;0.22;1.48;178.25;54.93;1;Middle
0.01;0.32;0.49;15.65;63.08;1;Middle
0.01;0.26;0.68;154.45;25.29;1;Middle
0.01;0.24;0.71;176.25;19.84;1;Middle
0.01;0.25;0.91;20.71;36.42;1;Middle
0.01;0.23;0.71;16.03;62.38;1;Middle
0.01;0.29;0.51;165.22;27.39;1;Middle
0.01;0.29;0.57;15.17;62.73;1;Middle
0.01;0.25;0.60;11.20;50.08;1;Middle
0.01;0.27;0.64;179.99;42.57;1;Middle
0.01;0.41;0.52;20.48;35.87;1;Middle
0.01;0.27;0.55;183.13;56.06;1;Middle
0.01;0.24;0.63;12.09;66.76;1;Middle
0.01;0.24;0.63;179.50;42.57;1;Middle
0.02;0.25;1.26;157.05;27.94;1;Middle
0.01;0.22;0.99;27.07;36.72;1;Middle
0.01;0.28;0.52;17.39;61.41;1;Middle
0.01;0.25;0.60;183.13;43.29;1;Middle
0.01;0.26;0.70;179.13;26.96;1;Middle
0.01;0.27;0.53;29.85;37.10;1;Middle
0.01;0.31;0.50;168.49;23.92;1;Middle
0.01;0.21;1.19;13.33;62.53;1;Middle
0.01;0.33;0.49;23.35;39.23;1;Middle
0.01;0.27;0.95;189.90;13.94;1;Middle
0.01;0.28;0.63;16.07;64.59;1;Middle
0.02;0.33;0.96;174.24;44.31;1;Middle
0.04;0.25;2.11;16.95;62.23;1;Middle
0.01;0.23;0.68;15.43;62.18;1;Middle
0.02;0.22;1.51;182.87;57.91;1;Middle
0.19;0.32;4.97;9.56;61.16;1;Middle
0.01;0.25;0.74;177.26;56.24;1;Middle
0.01;0.31;0.48;173.24;22.39;1;Middle
0.01;0.26;0.59;178.64;42.89;1;Middle
0.03;0.24;2.01;16.73;63.92;1;Middle
0.01;0.22;0.77;15.46;62.17;1;Middle
0.01;0.27;0.59;183.51;40.30;1;Middle
0.01;0.22;1.12;177.97;44.07;1;Middle
0.01;0.26;0.62;23.84;35.81;1;Middle
0.01;0.29;0.55;32.50;42.21;1;Middle
0.01;0.27;0.57;181.97;43.88;1;Middle
0.01;0.24;0.64;183.89;44.73;1;Middle
0.01;0.27;0.56;21.79;35.22;1;Middle
0.01;0.31;0.47;168.36;40.07;1;Middle
0.01;0.28;0.56;15.82;62.91;1;Middle
0.01;0.26;0.65;173.14;43.70;1;Middle
0.01;0.28;0.52;182.36;55.14;1;Middle
0.01;0.31;0.57;13.63;63.87;1;Middle
0.01;0.27;0.67;16.87;65.26;1;Middle
0.01;0.29;0.51;59.81;32.82;1;Middle
0.04;0.24;2.33;22.65;38.60;1;Middle
0.01;0.26;0.64;181.07;56.08;1;Middle
0.01;0.25;0.60;29.34;38.39;1;Middle
0.02;0.24;1.29;177.64;59.44;1;Middle
0.01;0.26;0.59;17.80;33.34;1;Middle
0.01;0.47;0.40;15.64;65.46;1;Middle
0.01;0.26;0.55;344.44;3.57;1;Middle
0.01;0.23;1.01;13.12;61.85;1;Middle
0.01;0.24;0.97;51.41;28.12;1;Middle
0.01;0.27;0.53;15.83;63.69;1;Middle
0.01;0.25;0.62;178.53;44.25;1;Middle
0.01;0.27;0.80;20.35;35.50;1;Middle
0.01;0.27;0.56;177.96;23.57;1;Middle
0.01;0.29;0.49;172.64;39.55;1;Middle
0.01;0.25;0.79;14.47;63.25;1;Middle
0.01;0.25;0.64;14.91;64.34;1;Middle
0.01;0.22;0.68;16.12;64.59;1;Middle
0.01;0.26;0.65;169.64;25.80;1;Middle
0.01;0.25;0.65;171.34;22.91;1;Middle
0.01;0.22;0.77;14.48;65.33;1;Middle
0.01;0.27;0.53;23.55;38.62;1;Middle
0.01;0.39;0.36;26.41;36.01;1;Middle
0.01;0.27;0.73;177.81;21.39;1;Middle
0.01;0.28;0.52;15.53;63.65;1;Middle
0.01;0.27;0.54;186.02;57.60;1;Middle
0.01;0.26;0.58;15.69;62.81;1;Middle
0.01;0.29;0.52;23.35;35.09;1;Middle
0.01;0.30;0.48;165.96;25.05;1;Middle
0.02;0.20;1.63;169.86;29.41;1;Middle
0.01;0.26;0.57;23.05;45.07;1;Middle
0.01;0.25;0.77;182.48;47.25;1;Middle
0.01;0.20;1.43;179.31;45.56;1;Middle
0.03;0.33;1.46;16.02;63.20;1;Middle
0.01;0.25;0.82;182.70;41.29;1;Middle
0.01;0.34;0.82;25.19;36.48;1;Middle
0.01;0.24;0.60;14.57;62.13;1;Middle
0.01;0.42;0.34;174.18;25.07;1;Middle
0.01;0.24;0.70;178.81;56.78;1;Middle
0.01;0.25;0.64;175.81;44.26;1;Middle
0.01;0.32;0.45;19.15;35.99;1;Middle
0.01;0.24;0.64;181.64;40.69;1;Middle
0.01;0.23;0.82;171.15;54.41;1;Middle
0.01;0.22;1.22;20.17;34.91;1;Middle
0.01;0.22;1.10;27.99;36.92;1;Middle
0.01;0.22;0.75;16.35;63.48;1;Middle
0.01;0.25;0.67;177.28;45.58;1;Middle
0.03;0.18;2.64;182.24;59.43;1;Middle
0.01;0.25;0.61;17.66;36.10;1;Middle
0.01;0.27;0.69;21.59;38.01;1;Middle
0.01;0.27;0.55;23.19;34.96;1;Middle
0.01;0.24;0.65;176.46;43.48;1;Middle
0.01;0.26;0.62;27.55;36.86;1;Middle
0.01;0.25;0.64;28.09;35.88;1;Middle
0.01;0.26;0.59;15.73;63.00;1;Middle
0.01;0.24;0.61;180.55;22.15;1;Middle
0.01;0.23;0.71;15.09;63.14;1;Middle
0.01;0.23;1.26;176.79;43.18;1;Middle
0.01;0.26;0.60;10.29;82.23;1;Middle
0.01;0.22;0.96;338.20;6.64;1;Middle
0.01;0.28;0.53;15.81;63.71;1;Middle
0.01;0.28;0.64;15.64;63.03;1;Middle
0.01;0.26;0.57;162.18;25.26;1;Middle
0.02;0.21;1.58;180.00;27.77;1;Middle
0.01;0.29;0.53;21.57;36.71;1;Middle
0.01;0.26;0.57;181.44;43.34;1;Middle
0.01;0.25;0.58;180.03;40.68;1;Middle
0.01;0.28;0.55;170.39;22.86;1;Middle
0.01;0.68;0.25;173.17;43.30;2;Bottom
0.01;0.64;0.25;30.29;38.90;2;Bottom
0.01;0.65;0.27;28.61;36.80;2;Bottom
0.01;0.62;0.36;182.66;59.22;2;Bottom
0.01;0.66;0.35;177.32;58.57;2;Bottom
0.01;0.63;0.23;167.54;47.33;2;Bottom
0.01;0.62;0.42;184.31;55.45;2;Bottom
0.01;0.61;0.43;169.44;23.01;2;Bottom
0.01;0.60;0.27;24.24;34.14;2;Bottom
0.01;0.62;0.45;172.35;42.28;2;Bottom
0.01;0.60;0.28;16.07;61.58;2;Bottom
0.01;0.63;0.24;175.26;57.37;2;Bottom
0.02;0.65;0.54;15.44;64.69;2;Bottom
0.01;0.61;0.29;14.07;38.75;2;Bottom
0.01;0.61;0.27;21.24;36.41;2;Bottom
0.01;0.60;0.25;179.82;40.77;2;Bottom
0.01;0.61;0.27;183.74;42.97;2;Bottom
0.01;0.63;0.36;167.87;29.85;2;Bottom
0.01;0.59;0.25;15.48;63.04;2;Bottom
0.01;0.58;0.29;14.92;62.15;2;Bottom
0.01;0.61;0.28;13.25;61.97;2;Bottom
0.01;0.58;0.25;179.23;57.40;2;Bottom
0.01;0.57;0.45;174.22;42.53;2;Bottom
0.01;0.56;0.30;11.45;16.94;2;Bottom
0.01;0.60;0.34;26.78;37.67;2;Bottom
0.01;0.64;0.27;15.28;65.09;2;Bottom
0.01;0.52;0.34;175.08;43.81;2;Bottom
0.01;0.56;0.32;192.96;26.06;2;Bottom
0.01;0.58;0.28;189.87;19.09;2;Bottom
0.02;0.58;0.58;15.50;62.56;2;Bottom
0.02;0.56;0.62;22.81;35.72;2;Bottom
0.01;0.54;0.32;179.28;38.51;2;Bottom
0.01;0.56;0.29;14.52;64.21;2;Bottom
0.01;0.57;0.29;14.17;60.85;2;Bottom
0.01;0.58;0.29;24.66;36.83;2;Bottom
0.02;0.55;0.54;15.60;61.75;2;Bottom
0.01;0.55;0.36;181.65;29.57;2;Bottom
0.02;0.56;0.68;180.34;42.70;2;Bottom
0.01;0.38;0.39;22.09;35.16;2;Bottom
0.01;0.60;0.32;170.34;46.23;2;Bottom
0.01;0.65;0.27;162.59;24.51;2;Bottom
0.01;0.54;0.30;17.90;62.13;2;Bottom
0.04;0.54;1.01;180.68;58.74;2;Bottom
0.01;0.36;0.44;176.98;57.82;2;Bottom
